Dates,5-day Biochemical Oxygen Demand (mg/L),Ammonia Nitrogen (mg/L),Chlorophyll-a (μg/L),Dissolved Oxygen (%saturation),Dissolved Oxygen (mg/L),E. coli (cfu/100mL),Faecal Coliforms (cfu/100mL),Nitrate Nitrogen (mg/L),Nitrite Nitrogen (mg/L),Orthophosphate Phosphorus (mg/L),pH,Phaeo-pigments (μg/L),Salinity (psu),Secchi Disc Depth (M),Silica (mg/L),Suspended Solids (mg/L),Temperature (°C),Total Inorganic Nitrogen (mg/L),Turbidity (NTU),Unionised Ammonia (mg/L),Volatile Suspended Solids (mg/L)
2019/11/18,0.8,0.073,3,85,5.8,81,160,0.048,0.011,0.013,7.9,2.4,33.2,4,0.43,8.4,25,0.13,2.5,0.003,1.8
2019/11/18,0.8,0.074,3.1,94,6.4,80,180,0.043,0.011,0.014,7.9,1.3,33.2,4,0.44,8.6,24.8,0.13,2.3,0.003,1.9
2019/11/18,0.6,0.047,3.3,92,6.3,170,240,0.028,0.008,0.013,7.9,2.6,33.4,4,0.52,15,24.8,0.08,5.8,0.002,2.9
2019/12/7,0.2,0.027,0.3,92,6.8,8,29,0.026,0.015,0.01,8.2,2.1,33.6,2.2,0.73,12,20.5,0.07,3.7,0.001,1.5
2019/12/7,0.4,0.03,0.8,92,6.8,17,31,0.026,0.016,0.01,8.1,1.6,33.6,2.2,0.71,14,20.5,0.07,3.5,0.001,2
2019/3/22,0.5,0.09,1.8,62,4.5,12,24,0.048,0.005,0.016,7.9,1.5,33.4,2,0.36,6.6,21.8,0.14,0.6,0.002,1.6
2019/5/16,0.5,0.042,1.3,82,5.6,34,67,0.067,0.011,0.008,7.8,1.2,33,3.8,0.38,8,25,0.12,1,0.001,1.6
2019/5/16,0.6,0.043,0.7,78,5.4,44,79,0.062,0.011,0.011,7.8,1.4,33,3.8,0.42,8.8,24.5,0.12,1.2,0.001,2
2019/6/5,0.2,0.075,0.6,69,4.7,130,520,0.11,0.051,0.009,7.6,0.4,31.5,2.4,1.1,9.7,26.1,0.24,2.3,0.002,2.2
2019/7/10,0.4,0.043,7.2,62,4.2,66,100,0.22,0.044,0.002,8.6,2.2,27.1,2.5,2,3.6,28.1,0.31,4.2,0.008,1.1
2019/8/7,1.1,0.036,2.9,107,7,20,61,0.043,0.007,0.004,8.2,0.2,30.1,3,0.72,2.7,28.8,0.09,10.9,0.003,0.9
2019/8/7,0.3,0.052,0.9,75,5,89,210,0.039,0.022,0.01,8,0.4,32.2,3,0.89,8.3,27.2,0.11,14,0.003,1.2
2019/9/13,0.8,0.03,8.7,93,6,120,230,0.032,0.014,0.007,8.2,4.2,31.6,2.8,0.13,3.2,28.9,0.08,1.7,0.003,1.2
2019/9/13,0.6,0.04,8.6,69,4.5,100,210,0.048,0.02,0.005,8.2,3.9,32.2,2.8,0.54,3.9,27.9,0.11,3.1,0.003,0.9
2019/11/18,0.9,0.081,3,70,4.8,73,150,0.047,0.011,0.012,7.9,1.7,33.1,2.8,0.44,8.2,24.9,0.14,1.9,0.003,1.6
2019/11/18,0.7,0.044,3,96,6.6,43,92,0.024,0.007,0.011,7.9,2.3,33.4,2.8,0.46,7.4,24.8,0.08,2.5,0.002,1.7
2019/12/7,0.6,0.037,0.7,92,6.8,10,50,0.02,0.017,0.01,8.2,1.8,33.6,2.2,0.71,14,20.6,0.07,3.4,0.002,1.5
2019/7/18,0.8,0.027,6.1,62,4.2,4,20,0.054,0.004,0.01,8.2,1.9,33.4,2.9,1.7,9.1,25.6,0.09,1.5,0.002,3.1
2019/8/14,1.1,0.042,7.3,68,4.5,2,6,0.015,0.026,0.003,8.1,1.2,32.1,2.8,0.31,9.3,27.9,0.08,3.1,0.003,1.6
2019/8/14,0.6,0.066,1.4,42,2.8,1,3,0.016,0.076,0.013,8,0.6,32.6,2.8,1.4,11,27.4,0.16,5.6,0.004,1.6
2019/9/18,1.1,0.018,1.3,82,5.2,80,220,0.018,0.029,0.004,8.3,1.6,31.1,1.9,1.5,6.9,30.4,0.07,1.1,0.002,2.1
2019/11/15,0.6,0.042,2.2,90,6.2,4,8,0.019,0.007,0.003,8,1.2,32.7,2.6,1.2,9.6,25.5,0.07,2.5,0.002,1.6
2019/11/15,0.6,0.044,1.7,95,6.5,14,22,0.034,0.007,0.006,8,2.1,32.7,2.6,1.2,8.8,25.2,0.09,3,0.002,1.5
2019/11/15,0.4,0.047,2.3,90,6.2,18,44,0.027,0.007,0.007,7.9,2.7,32.7,2.6,0.93,11,25.1,0.08,3.9,0.002,1.9
2019/12/11,0.5,0.021,0.5,83,6.3,70,80,0.093,0.008,0.013,8.2,2.1,32.8,2.6,1.1,3.1,19.9,0.12,1.6,0.001,0.6
2019/8/14,0.8,0.033,4.1,75,4.9,3,8,0.008,0.008,0.007,8.2,1.8,33,4.2,0.29,5.8,27.5,0.05,0.8,0.002,1.2
2019/1/23,0.4,0.13,0.9,75,5.8,110,200,0.28,0.02,0.016,7.9,0.9,31.4,2.1,1.7,12,18.7,0.43,5.8,0.003,2
2019/1/23,0.4,0.14,1.2,90,7,130,240,0.27,0.02,0.018,7.9,0.8,31.5,2.1,1.8,15,18.6,0.43,7.3,0.003,1.8
2019/1/23,0.4,0.15,1.3,90,7,190,270,0.27,0.019,0.02,7.9,0.5,31.5,2.1,1.8,18,18.6,0.44,7.9,0.003,2.4
2019/2/22,0.9,0.12,4.8,89,6.7,80,150,0.27,0.012,0.012,8,3.4,29.6,2.4,0.42,3,20.7,0.4,1.4,0.004,0.8
2019/2/22,1,0.12,3.4,95,7.2,170,310,0.24,0.011,0.009,8,3.3,30,2.4,0.42,3,20.6,0.37,1.6,0.004,1.1
2019/2/22,1.1,0.11,2.2,96,7.3,360,580,0.21,0.01,0.013,7.9,4,30.3,2.4,0.37,3.7,20.6,0.33,1.9,0.003,1.4
2019/3/4,0.7,0.053,8.1,112,8.4,1,1,0.21,0.013,0.008,8.1,2.2,30.1,4.4,0.23,1.8,20.8,0.28,0.5,0.002,1
2019/3/4,0.9,0.079,14,103,7.7,56,64,0.16,0.01,0.01,8.1,2.3,31.1,4.4,0.18,2.6,20.4,0.25,1.2,0.003,1.4
2019/3/4,1,0.076,14,100,7.5,60,140,0.14,0.009,0.01,8.1,2.3,31.6,4.4,0.15,2.4,20.3,0.23,0.9,0.003,1
2019/5/15,1,0.069,3.9,91,6.4,420,700,0.29,0.018,0.01,7.8,3.6,29.3,1.9,0.74,12,24.6,0.38,2.8,0.002,3.2
2019/5/15,0.8,0.084,1,87,6.1,690,1100,0.22,0.014,0.006,7.7,2.9,30.2,1.9,0.78,13,24.5,0.32,4,0.002,2.1
2019/6/20,0.6,0.056,2.6,76,5.3,590,1000,0.58,0.054,0.022,7.6,1.3,19.8,2.2,3.7,2.3,28.4,0.69,2.6,0.001,1.1
2019/6/20,0.4,0.49,0.5,59,4,520,990,0.16,0.034,0.04,7.6,0.5,30,2.2,1.4,28,26.9,0.68,9.3,0.009,5.8
2019/7/3,1.2,0.041,8.4,81,5.4,38,110,0.37,0.035,0.008,8.7,4.3,19.5,2.1,2,5.9,31.4,0.45,18.7,0.011,1.5
2019/7/3,1,0.064,8.1,52,3.4,92,120,0.26,0.031,0.008,8.6,5.9,23.3,2.1,1.9,11,30.6,0.36,13.7,0.014,1.8
2019/7/3,0.7,0.066,7,51,3.4,70,140,0.25,0.028,0.014,8.6,4.9,23.6,2.1,1.7,8.4,30.5,0.34,13.4,0.014,1.5
2019/8/17,0.8,0.04,5,90,6.4,60,160,0.53,0.099,0.021,8,1.3,23.6,2,3.2,9.8,28.9,0.67,2.4,0.002,2
2019/8/17,0.5,0.028,1.8,45,3.1,190,360,0.16,0.039,0.017,8,2.1,32.1,2,1.9,20,26.1,0.23,5.7,0.001,4.1
2019/8/17,0.5,0.036,1.6,44,3,80,110,0.16,0.034,0.017,7.9,1.7,32.4,2,2,23,25.9,0.23,8.5,0.001,3.1
2019/9/4,0.4,0.041,0.5,83,5.7,90,280,0.35,0.14,0.03,7.9,0.7,25.3,2.5,1.9,9.9,27.5,0.53,6.5,0.002,1.2
2019/9/4,0.4,0.072,0.6,63,4.3,45,120,0.35,0.088,0.033,7.9,1.3,27.5,2.5,2.1,31,27,0.51,14.5,0.003,4.7
2019/10/11,0.5,0.034,4.1,77,5,37,65,0.21,0.13,0.015,7.8,0.6,30.3,1.9,2,16,29.1,0.37,4.8,0.001,3.7
2019/11/11,0.7,0.07,4.4,89,6,330,1000,0.057,0.033,0.009,8,2.1,33,3.3,0.67,3.6,25.8,0.16,3.6,0.003,1
2019/11/11,0.6,0.071,5,94,6.3,570,2200,0.058,0.034,0.012,7.9,0.5,33,3.3,0.57,4.6,25.7,0.16,3.4,0.002,1.2
2019/11/11,0.6,0.086,3.6,92,6.2,1700,4700,0.056,0.032,0.015,7.8,1.6,33,3.3,0.6,6.2,25.7,0.17,4.3,0.003,1.2
2019/12/13,0.4,0.13,0.5,84,6.2,1500,2900,0.078,0.032,0.01,8.1,2.1,33.4,1.8,1.1,14,20.4,0.24,6.9,0.005,1.6
2019/12/13,0.5,0.14,0.8,83,6.2,1800,3700,0.075,0.032,0.017,8.1,2.6,33.4,1.8,1.1,18,20.4,0.25,10.4,0.006,2.4
2019/12/13,0.4,0.15,0.6,84,6.2,1500,3000,0.076,0.031,0.022,8.1,1.5,33.4,1.8,1.1,20,20.4,0.26,9.7,0.006,2.6
2019/1/23,0.5,0.13,1.2,83,6.4,130,160,0.29,0.02,0.019,7.9,0.9,31.4,1.9,1.8,19,18.6,0.44,6.6,0.003,2.5
2019/1/23,0.5,0.13,1,89,6.9,90,120,0.28,0.021,0.027,7.9,0.8,31.4,1.9,1.8,16,18.6,0.43,8.1,0.003,1.8
2019/1/23,0.4,0.13,1.3,89,6.9,130,210,0.28,0.02,0.024,7.9,0.5,31.4,1.9,1.8,28,18.6,0.43,8.6,0.003,3.3
2019/2/22,1,0.095,4.5,84,6.3,99,110,0.27,0.013,0.012,7.9,4,29.6,2.7,0.41,4.6,20.6,0.38,1.4,0.003,1
2019/2/22,0.9,0.094,2.4,88,6.6,93,150,0.27,0.012,0.009,7.9,4.3,29.7,2.7,0.4,3.7,20.7,0.38,2.2,0.003,0.9
2019/2/22,1,0.098,1.7,94,7.1,140,220,0.26,0.012,0.013,7.9,4.5,29.7,2.7,0.43,5.9,20.7,0.37,2.4,0.003,1.3
2019/3/4,1,0.055,16,107,8,31,40,0.22,0.012,0.008,8.2,2.9,30.5,4.3,0.2,6,20.6,0.29,0.6,0.002,2.9
2019/3/4,1,0.055,14,101,7.6,65,130,0.18,0.012,0.006,8.1,3,31,4.3,0.21,2.7,20.4,0.25,0.9,0.002,1.4
2019/4/3,0.5,0.13,0.7,78,5.7,5,18,0.3,0.017,0.021,7.9,0.3,29.9,2.5,1.3,8.1,22.6,0.45,1.2,0.004,2.1
2019/5/15,1.7,0.037,11,106,7.6,23,40,0.63,0.036,0.007,7.9,8.5,21.7,2.3,1.4,18,26.1,0.7,3.2,0.002,5.1
2019/5/15,0.9,0.075,3.9,95,6.7,210,300,0.34,0.021,0.002,7.8,2.2,27.8,2.3,0.98,12,24.8,0.44,3,0.002,2.3
2019/6/20,0.6,0.085,4.9,68,4.7,110,240,0.71,0.062,0.032,7.5,1.3,18.9,2.3,4.3,8.2,28.4,0.86,2.7,0.002,1.4
2019/7/3,0.9,0.032,11,73,4.8,10,21,0.4,0.049,0.015,8.7,6.7,16.9,2,3.6,7.2,31.9,0.48,19,0.01,1.3
2019/7/3,0.8,0.033,9.7,68,4.5,16,36,0.45,0.043,0.013,8.7,5.1,17.6,2,3.2,6.6,32,0.53,14.6,0.01,1.8
2019/8/17,0.5,0.036,4.2,87,5.9,11,39,0.67,0.13,0.027,8,2.3,20.7,1.8,4.1,8.7,29.5,0.84,2.7,0.002,1.8
2019/8/17,0.8,0.024,3.1,80,5.4,43,100,0.39,0.095,0.02,8,2,23,1.8,3.3,11,29.2,0.51,2.7,0.001,2.5
2019/8/17,0.5,0.045,2.3,52,3.5,210,380,0.23,0.054,0.02,8,1.2,30.5,1.8,2.1,13,26.7,0.33,4.1,0.002,2
2019/9/4,0.4,0.024,0.7,81,5.5,230,700,0.33,0.15,0.032,7.9,0.5,24.5,2.5,2,10,27.8,0.5,4.5,0.001,1.4
2019/9/4,0.2,0.06,1,59,4.1,50,160,0.38,0.12,0.032,7.9,0.9,25.1,2.5,2,17,27.7,0.56,5.3,0.003,2.9
2019/9/4,0.2,0.059,0.4,64,4.4,90,180,0.37,0.11,0.032,7.9,0.7,26.9,2.5,1.9,31,27.2,0.54,7.8,0.003,4.8
2019/10/11,0.6,0.033,1.5,77,5.1,28,73,0.19,0.13,0.014,7.8,1,28.9,1.7,1.9,15,29.3,0.35,5.7,0.001,3.7
2019/11/11,1.1,0.025,7.3,97,6.6,1,18,0.06,0.038,0.006,8,2.4,32.6,2.3,0.56,3.9,26.1,0.12,3.1,0.001,1.4
2019/11/11,0.9,0.035,7.4,95,6.5,7,8,0.068,0.04,0.009,7.9,3.4,32.7,2.3,0.65,5.2,25.7,0.14,3.7,0.001,1.4
2019/11/11,0.7,0.049,5.7,103,7,2,3,0.045,0.041,0.005,7.9,3.1,32.7,2.3,0.53,5.9,25.7,0.14,3.9,0.002,1.7
2019/12/13,0.3,0.11,0.8,83,6.2,250,440,0.077,0.033,0.01,8.1,1.7,33.4,1.8,1.1,15,20.4,0.22,6.5,0.004,1.7
2019/12/13,0.5,0.11,0.8,84,6.2,540,830,0.076,0.033,0.018,8.1,1.9,33.4,1.8,1.1,15,20.4,0.22,6.8,0.004,2
2019/12/13,0.4,0.11,0.7,84,6.3,560,1200,0.072,0.032,0.016,8.1,4.1,33.4,1.8,1.1,29,20.4,0.21,9.8,0.004,3.2
2019/1/23,0.5,0.13,2.6,86,6.6,220,270,0.32,0.025,0.019,7.9,1.1,31.1,1.9,1.8,11,18.6,0.48,5.1,0.003,1.5
2019/1/23,0.4,0.13,1.3,91,7.1,190,390,0.31,0.023,0.027,7.9,0.9,31.1,1.9,1.8,18,18.6,0.46,6.2,0.003,2
2019/1/23,0.3,0.13,2.4,90,7,240,350,0.31,0.024,0.017,7.9,0.4,31.2,1.9,1.9,17,18.6,0.46,5.9,0.003,2
2019/2/22,1.5,0.11,9,96,7.3,87,150,0.36,0.016,0.009,8,4,28.4,2.2,0.54,2.8,21.1,0.49,2.5,0.004,0.9
2019/2/22,0.9,0.1,1.5,101,7.6,75,100,0.34,0.016,0.014,8,5,28.5,2.2,0.51,3.2,21.1,0.46,1.7,0.003,1
2019/2/22,1,0.1,2.8,96,7.2,86,120,0.31,0.013,0.008,7.9,4,29.2,2.2,0.49,3.6,20.9,0.42,2.4,0.003,1
2019/3/4,0.9,0.08,8,101,7.8,4,17,0.66,0.031,0.013,8.2,3.1,24.7,3.5,1.2,1.9,21.3,0.77,1,0.004,0.8
2019/3/4,1.8,0.042,20,119,9,10,19,0.35,0.019,0.006,8.2,2.7,28.2,3.5,0.38,3,21,0.41,0.8,0.002,1.4
2019/3/4,1.2,0.044,25,108,8.1,91,110,0.3,0.017,0.008,8.1,2.8,30.1,3.5,0.26,4.3,20.6,0.36,0.8,0.002,2.2
2019/4/3,0.4,0.17,0.5,82,6,110,230,0.56,0.033,0.022,7.8,0.2,26.5,2.6,2,7.7,22.8,0.76,2.4,0.005,1.7
2019/4/3,0.5,0.13,0.7,82,6,230,370,0.25,0.014,0.015,7.9,0.7,31,2.6,1.2,7.7,22.3,0.39,1.7,0.003,1.5
2019/5/15,1.2,0.033,8.4,101,7.2,70,170,0.6,0.033,0.005,7.8,5.9,23.1,2.3,1.6,14,26,0.67,4.4,0.001,3.7
2019/5/15,0.7,0.08,2,92,6.5,90,150,0.35,0.027,0.013,7.7,2.4,25,2.3,1.1,13,25.4,0.46,3.3,0.002,3.4
2019/5/15,0.9,0.079,2,85,6,150,250,0.25,0.016,0.008,7.7,1.6,29.7,2.3,0.86,15,24.5,0.35,3.8,0.002,2.5
2019/6/20,0.8,0.09,8.7,65,4.6,240,930,0.86,0.064,0.012,7.5,0.7,15.9,2.1,5.1,6.4,28.6,1.01,2.9,0.002,1.3
2019/7/3,0.8,0.03,9.4,73,4.9,81,280,0.39,0.044,0.014,8.7,4.5,17.4,1.9,3.4,7.7,32,0.46,15.5,0.009,1.7
2019/7/3,0.5,0.047,7.7,68,4.5,29,82,0.44,0.041,0.014,8.6,3.2,19,1.9,3.2,6.4,31.9,0.53,9.3,0.011,1.4
2019/7/3,0.8,0.094,5.6,48,3.1,410,2800,0.31,0.031,0.015,8.6,4.1,23.2,1.9,1.5,6.6,30.7,0.44,12.1,0.02,1.5
2019/8/17,0.5,0.034,3.2,66,4.5,49,130,0.56,0.1,0.024,8,1.1,24.1,1.5,3.6,11,28.7,0.69,4.6,0.002,2
2019/8/17,0.5,0.044,2.4,52,3.5,75,90,0.36,0.07,0.021,8,1.3,29.2,1.5,2.6,18,27.2,0.47,7.3,0.002,3
2019/9/4,0.4,0.029,0.9,85,5.9,520,1200,0.34,0.15,0.034,7.9,0.5,24.8,2.1,1.8,12,27.7,0.52,7.3,0.001,1.7
2019/9/4,0.3,0.062,0.5,70,4.8,420,980,0.35,0.14,0.033,7.9,1.2,25,2.1,2,31,27.6,0.55,10.8,0.003,3.7
2019/9/4,0.3,0.047,0.4,70,4.8,500,2000,0.36,0.14,0.034,7.9,1.9,25.1,2.1,2,31,27.6,0.55,12.2,0.002,4.2
2019/11/11,0.8,0.038,5.5,109,7.4,80,90,0.064,0.037,0.014,8,3.2,32.5,2.8,0.71,5.1,25.5,0.14,4.1,0.002,1.3
2019/11/11,0.8,0.048,4.8,104,7.1,78,140,0.069,0.038,0.011,7.9,2.7,32.5,2.8,0.58,9.3,25.4,0.16,5.9,0.002,1.7
2019/12/13,0.4,0.075,1.4,92,6.9,1900,2700,0.11,0.04,0.014,8.1,1.8,33,1.8,1.1,15,20,0.23,7.6,0.003,1.8
2019/12/13,0.4,0.061,1.1,91,6.9,1300,2200,0.094,0.04,0.009,8.1,2.3,33,1.8,1.2,28,19.9,0.2,12.2,0.002,2.9
2019/12/13,0.4,0.067,1.6,91,6.8,1000,2200,0.083,0.038,0.009,8.1,2.5,33.1,1.8,1.2,30,19.9,0.19,15.9,0.003,3.2
2019/1/23,0.6,0.13,1.9,83,6.5,630,1100,0.35,0.026,0.017,8,0.4,30.6,2,2,14,18.3,0.51,5.2,0.003,1.8
2019/1/23,0.5,0.13,1.4,91,7.1,1200,2100,0.34,0.026,0.016,7.9,1.3,30.7,2,1.9,31,18.5,0.5,12.4,0.003,3.5
2019/1/23,0.7,0.13,1.7,92,7.2,570,1100,0.32,0.024,0.016,7.9,1.6,31,2,1.9,22,18.6,0.47,19.6,0.003,2.7
2019/2/22,0.6,0.13,3,89,6.8,270,570,0.58,0.025,0.017,7.9,3,26.4,2.7,1.1,5.2,21.1,0.74,4.6,0.004,1.2
2019/2/22,0.7,0.15,1.2,94,7.1,340,610,0.47,0.023,0.012,7.9,5.4,28,2.7,0.88,3.9,21.1,0.64,1.9,0.005,0.8
2019/2/22,0.6,0.11,3.2,95,7.2,420,890,0.41,0.018,0.006,7.9,3,28.5,2.7,0.74,4.8,21.1,0.54,6.8,0.003,1
2019/3/4,1.2,0.1,6.5,85,6.5,9,16,0.68,0.034,0.015,8.1,2,24.7,3.3,1.3,2.8,21.4,0.81,1.2,0.005,1.1
2019/3/4,0.8,0.061,12,100,7.6,90,120,0.4,0.021,0.009,8.1,3,29.7,3.3,0.5,2.6,20.7,0.48,0.7,0.003,1.2
2019/3/4,0.8,0.068,13,99,7.4,160,230,0.27,0.017,0.009,8.1,1.9,30.2,3.3,0.3,3.6,20.6,0.36,1.1,0.003,1.5
2019/4/3,0.6,0.14,0.8,82,6,380,710,0.3,0.017,0.011,7.9,0.4,30.6,2.8,1.4,11,22.3,0.46,2.2,0.004,2.3
2019/5/15,2.1,0.031,17,116,8.4,86,160,0.75,0.049,0.009,8,8.1,18.3,2.1,2.1,11,26.5,0.83,4.3,0.002,3.3
2019/5/15,0.9,0.082,1.9,90,6.4,1900,3000,0.44,0.026,0.016,7.8,2.7,26,2.1,1.4,9.6,25,0.55,4.9,0.002,2.6
2019/5/15,0.7,0.099,1.1,83,5.9,700,2700,0.36,0.024,0.006,7.7,2.7,27.7,2.1,1.5,17,24.7,0.48,5.2,0.002,3.2
2019/6/20,0.6,0.08,1.6,77,5.5,2700,8600,0.98,0.051,0.014,7.4,0.3,12.6,2.2,6.1,7,29,1.11,3.3,0.002,1.2
2019/7/3,0.9,0.032,12,78,5.2,50,160,0.4,0.039,0.015,8.7,3.7,16.6,2.4,3.7,5.6,31.9,0.47,18.8,0.01,1.4
2019/7/3,0.5,0.039,6.1,64,4.2,65,110,0.42,0.044,0.017,8.6,2.7,19.8,2.4,3.4,5.2,31.7,0.5,7.9,0.01,1.1
2019/7/3,0.5,0.075,15,49,3.2,1300,2900,0.34,0.031,0.017,8.6,10,22.3,2.4,1.9,37,30.9,0.45,19.7,0.016,4.6
2019/8/17,0.5,0.041,1.9,58,3.9,52,80,0.53,0.1,0.025,7.9,1.2,26.3,2,3.6,10,28.2,0.67,4.9,0.002,1.9
2019/8/17,0.4,0.048,2.4,46,3.1,500,1100,0.3,0.056,0.02,8,1.5,29.4,2,2.1,25,27.2,0.4,15.3,0.002,3.6
2019/9/4,0.3,0.044,0.7,89,6.1,360,1200,0.35,0.14,0.033,7.9,0.8,25.1,2,2,33,27.6,0.53,8.1,0.002,5.3
2019/9/4,0.2,0.056,0.4,69,4.7,170,390,0.37,0.13,0.033,7.9,1.4,25.7,2,1.9,28,27.5,0.56,9,0.003,4.6
2019/9/4,0.2,0.077,0.4,64,4.4,70,310,0.39,0.11,0.034,7.9,2.6,26.6,2,2.1,48,27.3,0.58,19.1,0.004,6.2
2019/10/11,1.9,0.016,23,87,5.8,90,220,0.35,0.13,0.008,8.2,16,23.4,2,1.1,14,30.1,0.5,5.4,0.002,3.8
2019/10/11,0.6,0.038,3,80,5.2,480,1100,0.3,0.15,0.025,7.8,0.2,28.5,2,2.1,12,29.6,0.49,6.8,0.001,2.6
2019/11/11,1.1,0.025,9.4,93,6.4,470,1100,0.11,0.053,0.006,8,4,31.8,2.4,0.81,4.3,25.5,0.19,3.1,0.001,1.5
2019/11/11,0.9,0.038,5,108,7.4,520,1300,0.11,0.048,0.012,7.9,3.4,32.1,2.4,0.84,4.6,25.4,0.2,3.4,0.002,1.2
2019/11/11,0.8,0.033,5.3,106,7.3,650,1300,0.042,0.035,0.006,8,2.9,32.5,2.4,0.62,8.7,25.1,0.11,6.2,0.001,1.7
2019/12/13,0.5,0.11,1.5,90,6.7,940,1600,0.15,0.042,0.007,8.1,1.9,32.5,1.8,1.3,7.6,20,0.3,6.2,0.005,1.2
2019/12/13,0.6,0.079,0.9,92,6.9,770,1300,0.12,0.04,0.014,8.1,2.2,32.7,1.8,1.2,20,19.9,0.24,6.6,0.003,2.7
2019/12/13,0.4,0.085,1.5,91,6.8,940,1600,0.098,0.039,0.009,8.1,2.2,33,1.8,1.2,14,19.9,0.22,8.5,0.003,1.8
2019/1/23,0.9,0.082,2.3,88,6.9,90,150,0.34,0.031,0.008,8,0.7,30.5,1.5,2.1,27,18.1,0.45,11.9,0.002,3.4
2019/1/23,0.7,0.092,1.9,95,7.5,100,150,0.35,0.024,0.01,8,0.2,30.5,1.5,2.1,27,18.2,0.47,10.2,0.003,2.8
2019/1/23,0.6,0.082,1.5,94,7.4,120,180,0.35,0.024,0.013,8,1,30.5,1.5,2.1,30,18.1,0.46,11,0.002,3.2
2019/2/22,0.3,0.14,3.9,80,6.2,170,330,0.7,0.027,0.021,7.9,2.7,25.1,2.4,1.4,6.3,21,0.87,2.9,0.004,1.4
2019/2/22,0.4,0.11,6.3,85,6.5,160,250,0.6,0.024,0.011,7.9,1.3,26,2.4,1.2,5.9,21.1,0.73,4.3,0.003,1.2
2019/2/22,0.5,0.076,1.3,89,6.7,69,80,0.38,0.017,0.003,8,6.1,28.2,2.4,0.69,6.5,20.9,0.47,4.5,0.002,1.2
2019/3/4,0.6,0.12,5.9,97,7.5,4,6,0.77,0.035,0.017,8.1,2.3,23.3,2.9,1.6,3.8,21.3,0.93,1.3,0.005,1.9
2019/3/4,1.3,0.042,16,104,7.9,80,120,0.4,0.023,0.006,8.2,2.2,27.5,2.9,0.5,3.4,20.9,0.47,2,0.002,1.2
2019/3/4,0.9,0.048,15,108,8.2,70,100,0.38,0.02,0.008,8.2,1.8,27.9,2.9,0.54,3.4,20.9,0.45,2,0.002,1.4
2019/5/15,3.1,0.047,18,128,9.2,24,59,0.74,0.045,0.009,8,12,18.9,1.9,2,18,26.7,0.83,4.8,0.003,5.2
2019/5/15,2,0.057,11,105,7.7,33,62,0.7,0.038,0.008,7.9,8,20,1.9,1.8,14,25.8,0.8,5,0.002,3.8
2019/5/15,1.4,0.053,7.7,119,8.6,62,120,0.61,0.034,0.007,7.8,4.4,21,1.9,1.9,13,25.4,0.7,4.5,0.002,2.9
2019/7/3,0.6,0.017,13,73,4.9,7,14,0.41,0.054,0.018,8.7,6,16.3,2.2,4,9,32,0.48,19.7,0.005,1.9
2019/7/3,0.6,0.026,12,66,4.4,5,12,0.42,0.039,0.015,8.7,4.3,16.3,2.2,4,9.8,32.3,0.49,19.1,0.008,1.9
2019/8/17,0.5,0.021,2.2,71,4.8,38,81,0.68,0.13,0.028,8,0.5,20.9,1.9,4.4,9.7,29.5,0.83,4.2,0.001,1.8
2019/8/17,0.4,0.04,1.8,63,4.2,53,120,0.6,0.12,0.029,7.9,1,22.5,1.9,4.1,12,29.2,0.76,6.8,0.002,2.1
2019/9/4,0.5,0.025,0.5,59,4.1,410,1000,0.83,0.2,0.044,7.9,0.6,20.1,2,2.4,15,28.1,1.06,6.3,0.001,2
2019/9/4,0.3,0.033,0.5,69,4.8,210,490,0.72,0.19,0.038,7.9,0.3,21.9,2,1.9,35,28,0.94,7.5,0.001,4.3
2019/10/11,1.9,0.4,0.8,99,6.6,10,14,0.37,0.12,0.008,8.3,50,23.4,2.3,0.55,20,29.8,0.89,5.9,0.043,5.8
2019/11/11,1,0.036,3.3,96,6.6,310,670,0.063,0.03,0.009,8,6.1,32.3,2.1,0.63,5.4,25.1,0.13,4,0.002,1.4
2019/11/11,1.2,0.032,10,118,8.1,160,310,0.037,0.019,0.009,8,3.3,32.5,2.1,0.46,6.6,25,0.09,4.7,0.001,1.7
2019/12/13,0.5,0.058,1.3,93,7,150,300,0.12,0.04,0.005,8.1,2.3,32.8,1.6,1.3,18,19.8,0.22,11,0.002,2.5
2019/12/13,0.4,0.038,1.6,93,7,180,360,0.1,0.041,0.008,8.1,2.2,32.8,1.6,1.2,33,19.7,0.18,14.7,0.002,3.6
2019/12/13,0.4,0.038,2.8,94,7.1,100,140,0.11,0.038,0.009,8.1,2.8,32.9,1.6,1.2,40,19.7,0.19,21.3,0.002,4
2019/1/23,1.1,0.046,1.1,86,6.8,6,8,0.28,0.018,0.01,8,1,31.1,1.7,1.9,18,18,0.34,10.3,0.001,3
2019/2/22,0.7,0.055,7.9,95,7.3,3,5,0.38,0.016,0.004,8,1.9,27.7,1.9,0.74,7.9,20.8,0.45,4.7,0.002,2
2019/4/3,0.6,0.064,1,71,5.2,2,5,0.22,0.011,0.009,7.9,0.3,30.2,2.4,0.91,12,22.5,0.3,2.7,0.002,2.8
2019/4/3,0.4,0.06,0.8,75,5.4,2,3,0.21,0.01,0.006,7.9,0.5,30.7,2.4,0.87,14,22.4,0.28,3.5,0.002,2.8
2019/5/15,2.6,0.019,18,145,10.3,2,3,0.46,0.032,0.009,8,8.7,22.8,1.7,1.1,18,26.2,0.51,4.5,0.001,5.4
