"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Mirs Bay","MM16","2021-08-23","1","Bottom Water","0.8","0.023","1","45","3.2","<1","1","<0.002","<0.002","0.005","7.3","0.5","34.4","4","0.36","<0.5","21.9","0.03","N/A","N/A","N/A","6.1","<0.001","<0.5"
"Mirs Bay","MM16","2021-09-29","1","Surface Water","0.8","0.035","1.6","104","6.6","<1","<1","0.033","<0.002","0.004","7.5","<0.2","32.1","7.6","0.33","0.6","30.3","0.07","N/A","N/A","N/A","6.6","<0.001","<0.5"
"Mirs Bay","MM16","2021-09-29","1","Middle Water","0.7","0.024","1.5","94","6","<1","<1","0.022","<0.002","0.005","8.1","<0.2","32.7","7.6","0.24","1.1","29.8","0.05","N/A","N/A","N/A","4.6","0.002","<0.5"
"Mirs Bay","MM16","2021-09-29","1","Bottom Water","0.4","0.035","1","62","4","<1","<1","0.025","<0.002","0.007","8","<0.2","32.9","7.6","0.24","<0.5","28.6","0.06","N/A","N/A","N/A","5","0.002","<0.5"
"Mirs Bay","MM16","2021-10-27","1","Surface Water","0.2","0.035","2.9","85","5.8","<1","<1","0.004","<0.002","0.005","8","0.9","32.7","3.4","0.36","1.4","25.5","0.04","N/A","N/A","N/A","6.9","0.001","0.7"
"Mirs Bay","MM16","2021-10-27","1","Middle Water","0.3","0.038","3.4","97","6.6","<1","<1","0.003","<0.002","0.005","8","0.5","32.8","3.4","0.35","3.1","25.6","0.04","N/A","N/A","N/A","5.3","0.002","0.9"
"Mirs Bay","MM16","2021-10-27","1","Bottom Water","0.4","0.026","3.2","90","6.1","<1","<1","0.004","<0.002","0.006","7.9","1.2","33.3","3.4","0.36","2.7","26","0.03","N/A","N/A","N/A","6.2","0.001","0.9"
"Mirs Bay","MM16","2021-11-25","1","Surface Water","0.7","0.041","0.9","104","7.3","240","240","0.01","0.003","0.009","7","<0.2","33.5","2.2","0.4","2.9","22.8","0.05","0.35","0.36","0.02","8.3","<0.001","0.8"
"Mirs Bay","MM16","2021-11-25","1","Middle Water","0.6","0.022","0.9","89","6.3","<1","<1","0.006","0.003","0.006","7.5","<0.2","33.7","2.2","0.41","3.7","23.1","0.03","0.34","0.35","<0.02","6","<0.001","0.9"
"Mirs Bay","MM16","2021-11-25","1","Bottom Water","0.1","0.031","1.3","87","6.1","<1","<1","0.005","0.003","0.007","7.6","<0.2","33.9","2.2","0.39","6.8","23.4","0.04","0.36","0.37","0.02","11.2","<0.001","1.1"
"Mirs Bay","MM16","2021-12-16","1","Surface Water","0.7","0.036","1.1","81","6","<1","1","<0.002","<0.002","0.004","7.3","0.7","33.8","3.2","0.82","1","21","0.04","0.91","0.91","0.02","11.6","<0.001","0.6"
"Mirs Bay","MM16","2021-12-16","1","Middle Water","0.5","0.033","0.6","93","6.8","<1","6","<0.002","<0.002","0.005","7.5","0.6","33.8","3.2","0.84","1.8","20.8","0.04","0.85","0.85","0.09","5.5","<0.001","<0.5"
"Mirs Bay","MM16","2021-12-16","1","Bottom Water","0.6","0.028","0.3","92","6.7","<1","<1","0.015","0.01","0.01","7.6","0.4","33.8","3.2","0.87","7.7","20.7","0.05","0.33","0.36","0.02","10.9","<0.001","1.3"
"Mirs Bay","MM17","2021-02-22","1","Surface Water","1.8","0.019","1.1","71","5.3","<1","<1","0.007","<0.002","0.007","7.9","<0.2","31.6","9","0.82","8.8","19.8","0.03","1","1.01","0.06","2.1","<0.001","2.1"
"Mirs Bay","MM17","2021-02-22","1","Middle Water","1.8","0.022","1.4","75","5.7","<1","<1","0.004","<0.002","0.007","7.9","<0.2","31.9","9","0.62","8.4","19.1","0.03","0.79","0.8","0.03","2.1","<0.001","1.6"
"Mirs Bay","MM17","2021-02-22","1","Bottom Water","1.9","0.029","2.9","87","6.7","<1","<1","0.008","<0.002","0.009","7.8","0.3","32.4","9","0.74","8","18.4","0.04","1.1","1.11","0.03","2.4","<0.001","2.8"
"Mirs Bay","MM17","2021-03-22","1","Surface Water","<0.1","0.028","0.5","87","6.4","<1","<1","0.002","<0.002","0.005","7.8","<0.2","32.5","6","0.82","<0.5","21","0.03","0.41","0.41","0.04","3.1","<0.001","<0.5"
"Mirs Bay","MM17","2021-03-22","1","Middle Water","0.1","0.024","0.8","65","4.8","<1","<1","<0.002","<0.002","0.005","7.8","<0.2","32.6","6","0.83","0.8","21.2","0.03","0.26","0.26","0.03","2.5","<0.001","<0.5"
"Mirs Bay","MM17","2021-03-22","1","Bottom Water","<0.1","0.027","<0.2","69","5.1","<1","<1","<0.002","<0.002","0.005","7.8","0.5","32.7","6","0.81","1.5","21.2","0.03","0.5","0.5","0.03","2.6","<0.001","0.5"
"Mirs Bay","MM17","2021-04-29","1","Surface Water","<0.1","0.047","1.7","63","4.4","<1","1","<0.002","0.002","0.015","7.4","0.6","33.4","5.4","0.71","<0.5","24.3","0.05","0.34","0.34","0.06","2.5","<0.001","<0.5"
"Mirs Bay","MM17","2021-04-29","1","Middle Water","<0.1","0.046","1.9","69","4.8","<1","<1","<0.002","<0.002","0.008","7.4","<0.2","33.4","5.4","0.7","0.5","24.3","0.05","0.4","0.4","0.17","2.6","<0.001","<0.5"
"Mirs Bay","MM17","2021-04-29","1","Bottom Water","<0.1","0.043","1.5","67","4.6","<1","<1","<0.002","<0.002","0.01","7.4","0.3","33.4","5.4","0.71","1.1","24.2","0.05","1","1","0.05","3.2","<0.001","0.5"
"Mirs Bay","MM17","2021-05-26","1","Surface Water","<0.1","0.031","1.3","84","5.4","17","17","<0.002","<0.002","0.004","7.5","<0.2","33.2","6.5","0.5","<0.5","28.9","0.04","N/A","N/A","N/A","2.9","<0.001","<0.5"
"Mirs Bay","MM17","2021-05-26","1","Middle Water","<0.1","0.028","1.5","67","4.4","<1","<1","<0.002","<0.002","0.005","7.5","<0.2","33.8","6.5","0.35","0.9","27.2","0.03","N/A","N/A","N/A","2.3","<0.001","<0.5"
"Mirs Bay","MM17","2021-05-26","1","Bottom Water","<0.1","0.032","1.7","64","4.5","<1","<1","0.019","0.011","0.008","7.4","<0.2","34.4","6.5","0.54","1.2","23.3","0.06","N/A","N/A","N/A","3.4","<0.001","<0.5"
"Mirs Bay","MM17","2021-06-23","1","Surface Water","1.5","0.032","4","74","4.8","<1","7","<0.002","<0.002","0.005","7.6","<0.2","32.8","3.9","0.09","1.4","28.4","0.04","N/A","N/A","N/A","2.8","<0.001","<0.5"
"Mirs Bay","MM17","2021-06-23","1","Middle Water","1","0.03","3.6","65","4.5","1","2","0.002","<0.002","0.007","7.5","<0.2","34","3.9","0.54","1.3","25.1","0.03","N/A","N/A","N/A","2.3","<0.001","1.2"
"Mirs Bay","MM17","2021-06-23","1","Bottom Water","1.2","0.032","4","59","4.1","<1","1","<0.002","<0.002","0.006","7.4","<0.2","34.3","3.9","0.41","1.7","23.9","0.04","N/A","N/A","N/A","4.5","<0.001","1.6"
"Mirs Bay","MM17","2021-07-23","1","Surface Water","0.6","0.041","2.4","68","4.4","1","5","0.004","<0.002","<0.002","7.6","<0.2","29.8","4.8","0.26","1.9","29.5","0.05","N/A","N/A","N/A","2.5","<0.001","0.5"
"Mirs Bay","MM17","2021-07-23","1","Middle Water","0.5","0.031","1.6","65","4.3","<1","<1","<0.002","<0.002","<0.002","7.5","0.6","30.8","4.8","0.2","2.3","28.7","0.04","N/A","N/A","N/A","2.4","<0.001","0.6"
"Mirs Bay","MM17","2021-07-23","1","Bottom Water","0.5","0.036","1.2","61","4","<1","<1","<0.002","<0.002","<0.002","7.5","1.3","31.1","4.8","0.21","2.1","28.6","0.04","N/A","N/A","N/A","2.4","<0.001","<0.5"
"Mirs Bay","MM17","2021-08-16","1","Surface Water","1.3","0.011","2.9","73","4.7","1","4","<0.002","<0.002","<0.002","7.5","<0.2","31.9","4","0.06","1.9","28.6","0.02","N/A","N/A","N/A","3","<0.001","1.2"
"Mirs Bay","MM17","2021-08-16","1","Middle Water","0.8","0.019","4.1","65","4.5","<1","2","<0.002","<0.002","0.008","7.2","1.1","34","4","0.27","3.4","24.7","0.02","N/A","N/A","N/A","2.7","<0.001","1.8"
"Mirs Bay","MM17","2021-08-16","1","Bottom Water","0.5","0.015","4.8","52","3.6","<1","26","0.051","0.003","0.017","7.1","0.6","34.4","4","0.77","2.7","22.9","0.07","N/A","N/A","N/A","4","<0.001","1.1"
"Mirs Bay","MM17","2021-09-20","1","Surface Water","0.9","0.023","2.7","70","4.4","<1","1","0.02","<0.002","<0.002","8.1","<0.2","32.3","4.1","0.33","9.5","29.6","0.05","N/A","N/A","N/A","6.7","0.002","1.9"
"Mirs Bay","MM17","2021-09-20","1","Middle Water","0.8","0.021","1.6","93","6","<1","3","0.017","<0.002","<0.002","8.1","0.8","33","4.1","0.43","1.3","28.4","0.04","N/A","N/A","N/A","4.8","0.001","0.5"
"Mirs Bay","MM17","2021-09-20","1","Bottom Water","0.8","0.035","2.8","40","2.7","<1","<1","0.023","0.003","0.021","7.8","0.8","33.9","4.1","0.94","2","24.9","0.06","N/A","N/A","N/A","5.4","0.001","0.8"
"Mirs Bay","MM17","2021-10-22","1","Surface Water","0.4","0.041","1.4","106","7.1","<1","3","0.012","0.017","0.006","7.9","<0.2","32.5","2.5","0.6","4.1","26.3","0.07","N/A","N/A","N/A","7.4","0.002","0.9"
"Mirs Bay","MM17","2021-10-22","1","Middle Water","0.4","0.031","0.5","90","6","<1","<1","0.007","0.015","0.004","7.9","<0.2","32.5","2.5","0.59","3.8","26.4","0.05","N/A","N/A","N/A","6.5","0.001","1"
"Mirs Bay","MM17","2021-10-22","1","Bottom Water","<0.1","0.031","1.1","90","6","<1","<1","<0.002","0.008","0.005","7.9","0.7","32.5","2.5","0.58","4.3","26.4","0.04","N/A","N/A","N/A","6.8","0.001","1.4"
"Mirs Bay","MM17","2021-11-18","1","Surface Water","0.7","0.029","2","81","5.7","1","1","0.003","<0.002","0.006","7.6","0.4","33.3","1.6","0.35","1.3","23.7","0.03","1","1.01","0.1","7.5","<0.001","0.6"
"Mirs Bay","MM17","2021-11-18","1","Middle Water","0.5","0.034","1.9","94","6.5","<1","<1","0.004","<0.002","0.006","7.7","<0.2","33.4","1.6","0.34","8.6","23.7","0.04","1","1.01","0.11","5.7","<0.001","1.4"
"Mirs Bay","MM17","2021-11-18","1","Bottom Water","0.6","0.034","1.7","94","6.6","<1","1","0.002","<0.002","0.006","7.7","<0.2","33.4","1.6","0.33","7.2","23.7","0.04","1.1","1.1","0.11","6.1","<0.001","0.8"
"Mirs Bay","MM17","2021-12-06","1","Surface Water","1.2","0.025","2.2","75","5.6","2","2","0.006","<0.002","0.007","7.6","0.4","33.6","3.9","0.38","2.4","20.1","0.03","0.45","0.46","<0.02","8.1","<0.001","0.5"
"Mirs Bay","MM17","2021-12-06","1","Middle Water","1.2","0.038","1.6","92","6.8","<1","<1","0.013","<0.002","0.006","7.6","0.7","33.6","3.9","0.4","1.8","20.6","0.05","0.65","0.67","<0.02","16","<0.001","<0.5"
"Mirs Bay","MM17","2021-12-06","1","Bottom Water","1.4","0.03","1.4","93","6.9","<1","<1","0.007","0.003","0.007","7.7","0.5","33.7","3.9","0.44","3.5","20.6","0.04","0.51","0.52","<0.02","9.5","<0.001","0.8"
"Mirs Bay","MM19","2021-02-18","1","Surface Water","0.9","0.027","3.1","75","5.8","<1","2","<0.002","0.004","0.009","7.9","<0.2","32.5","6.9","0.34","8.4","18.9","0.03","0.98","0.99","0.08","2.2","<0.001","1.6"
"Mirs Bay","MM19","2021-02-18","1","Middle Water","1","0.03","3.5","87","6.6","<1","<1","<0.002","0.004","0.009","7.9","<0.2","32.8","6.9","0.33","9.1","18.8","0.04","0.85","0.86","0.55","2.3","<0.001","1.8"
"Mirs Bay","MM19","2021-02-18","1","Bottom Water","0.9","0.029","3.3","82","6.1","<1","<1","0.004","0.002","0.009","7.8","0.3","33.9","6.9","0.32","9","19.9","0.04","0.92","0.93","0.06","3.6","<0.001","1.4"
"Mirs Bay","MM19","2021-03-19","1","Surface Water","0.2","0.025","<0.2","71","5.1","<1","<1","0.005","<0.002","0.007","7.9","0.4","33.3","4.9","0.51","<0.5","22.5","0.03","0.06","0.07","0.04","4.5","<0.001","<0.5"
"Mirs Bay","MM19","2021-03-19","1","Middle Water","0.2","0.031","0.3","83","6","<1","<1","<0.002","<0.002","0.008","7.9","0.2","33.4","4.9","0.47","<0.5","22","0.04","0.08","0.08","0.04","2.1","<0.001","<0.5"
"Mirs Bay","MM19","2021-03-19","1","Bottom Water","0.1","0.019","0.6","64","4.6","<1","<1","0.003","<0.002","0.007","7.9","<0.2","33.8","4.9","0.44","<0.5","21.7","0.02","0.14","0.15","0.04","4.7","<0.001","<0.5"
"Mirs Bay","MM19","2021-04-22","1","Surface Water","0.2","0.026","1.5","69","4.8","<1","<1","<0.002","<0.002","0.015","7.7","<0.2","33.8","2.2","0.43","3.2","24.5","0.03","0.59","0.59","0.05","3.7","<0.001","0.6"
"Mirs Bay","MM19","2021-04-22","1","Middle Water","0.1","0.036","1.3","74","5.2","<1","<1","<0.002","<0.002","0.01","7.7","<0.2","34","2.2","0.38","4.6","23.5","0.04","0.64","0.64","0.05","3.9","<0.001","0.6"
"Mirs Bay","MM19","2021-04-22","1","Bottom Water","<0.1","0.036","0.6","68","4.8","<1","<1","<0.002","<0.002","0.008","7.7","<0.2","34","2.2","0.32","4.8","23.4","0.04","0.52","0.52","0.05","4.1","<0.001","0.8"
"Mirs Bay","MM19","2021-05-24","1","Surface Water","1.4","0.026","6.2","126","8.3","2","2","0.062","0.006","<0.002","7.7","0.5","32.1","2.9","0.07","1.2","27.8","0.09","N/A","N/A","N/A","3.9","<0.001","0.8"
"Mirs Bay","MM19","2021-05-24","1","Middle Water","0.1","0.033","1.7","57","3.9","<1","<1","0.025","0.015","0.008","7.5","<0.2","34.2","2.9","0.47","1.3","23.8","0.07","N/A","N/A","N/A","2.9","<0.001","0.5"
"Mirs Bay","MM19","2021-05-24","1","Bottom Water","0.1","0.024","1","50","3.5","<1","1","0.039","0.012","0.01","7.5","<0.2","34.4","2.9","0.55","2.1","22.5","0.08","N/A","N/A","N/A","3.7","<0.001","0.8"
"Mirs Bay","MM19","2021-06-24","1","Surface Water","1.2","0.022","6.7","68","4.6","3","5","0.091","0.019","0.003","7.6","1.6","31.3","2.8","0.14","1.6","26.6","0.13","N/A","N/A","N/A","2.7","<0.001","0.6"
"Mirs Bay","MM19","2021-06-24","1","Middle Water","0.7","0.037","2.5","55","3.8","2","5","0.026","0.018","0.006","7.5","1.3","34.2","2.8","0.47","1.2","24.2","0.08","N/A","N/A","N/A","2.9","<0.001","<0.5"
"Mirs Bay","MM19","2021-06-24","1","Bottom Water","0.5","0.016","0.6","55","3.9","1","1","0.013","0.03","0.011","7.5","0.6","34.5","2.8","0.54","1.4","23.5","0.06","N/A","N/A","N/A","5","<0.001","<0.5"
"Mirs Bay","MM19","2021-07-22","1","Surface Water","0.4","0.047","1.2","75","5.3","1","2","0.067","0.004","0.006","7.5","<0.2","28.9","5.9","0.83","1.9","29.2","0.12","N/A","N/A","N/A","3","<0.001","0.6"
"Mirs Bay","MM19","2021-07-22","1","Middle Water","<0.1","0.032","2.1","65","4.3","<1","<1","0.01","0.002","0.005","7.4","<0.2","32.9","5.9","0.36","1.3","27.8","0.04","N/A","N/A","N/A","2.8","<0.001","<0.5"
"Mirs Bay","MM19","2021-07-22","1","Bottom Water","<0.1","0.033","0.8","50","3.4","<1","<1","0.037","0.007","0.01","7.2","<0.2","33.7","5.9","0.85","3.8","25.6","0.08","N/A","N/A","N/A","5.1","<0.001","0.7"
"Mirs Bay","MM19","2021-08-23","1","Surface Water","1.4","0.022","10","66","5.7","<1","1","0.013","0.003","0.005","7.5","2.3","33.9","2.6","0.26","1.6","24.2","0.04","N/A","N/A","N/A","4.1","<0.001","<0.5"
"Mirs Bay","MM19","2021-08-23","1","Middle Water","0.4","0.016","2.3","52","3.8","<1","1","0.055","0.006","0.01","7.3","1.4","34.4","2.6","0.85","1.2","22.6","0.08","N/A","N/A","N/A","4.8","<0.001","<0.5"
"Mirs Bay","MM19","2021-08-23","1","Bottom Water","0.3","0.018","0.8","37","2.7","<1","<1","0.064","0.01","0.017","7.3","1.3","34.4","2.6","1","1.9","22","0.09","N/A","N/A","N/A","5.7","<0.001","0.6"
"Mirs Bay","MM19","2021-09-29","1","Surface Water","1.1","0.026","1.9","89","5.6","<1","<1","0.019","<0.002","0.006","8.2","<0.2","32.5","4","0.23","1.3","30.7","0.05","N/A","N/A","N/A","137.8","0.003","0.7"
"Mirs Bay","MM19","2021-09-29","1","Middle Water","0.5","0.024","1.4","87","5.5","<1","<1","0.018","<0.002","0.005","8.2","<0.2","32.8","4","0.24","0.8","29.6","0.04","N/A","N/A","N/A","10","0.002","0.6"
"Mirs Bay","MM19","2021-09-29","1","Bottom Water","0.8","0.024","2.2","66","4.2","<1","<1","0.022","<0.002","0.005","8.1","<0.2","32.9","4","0.26","0.8","29.2","0.05","N/A","N/A","N/A","7.8","0.002","<0.5"
"Mirs Bay","MM19","2021-10-27","1","Surface Water","0.4","0.019","0.9","86","5.8","1","1","0.011","0.025","0.009","8","0.3","33.3","2.8","0.64","3.3","26.3","0.06","N/A","N/A","N/A","9.1","<0.001","0.5"
"Mirs Bay","MM19","2021-10-27","1","Middle Water","0.3","0.034","0.7","89","6","1","1","0.012","0.025","0.008","8","0.4","33.3","2.8","0.65","4.1","26.3","0.07","N/A","N/A","N/A","6.3","0.002","0.7"
"Mirs Bay","MM19","2021-10-27","1","Bottom Water","0.1","0.023","1.1","88","5.9","1","1","0.011","0.025","0.009","8","<0.2","33.3","2.8","0.62","3.9","26.2","0.06","N/A","N/A","N/A","7.2","0.001","0.9"
"Mirs Bay","MM19","2021-11-25","1","Surface Water","0.6","0.036","1.6","83","5.8","27","29","0.02","0.01","0.008","7.7","<0.2","33.7","2.7","0.42","3.1","23.7","0.07","0.42","0.45","0.02","11.3","<0.001","0.6"
"Mirs Bay","MM19","2021-11-25","1","Middle Water","0.5","0.029","1.5","89","6.2","<1","<1","0.014","0.01","0.009","7.7","0.3","33.7","2.7","0.33","2.6","23.4","0.05","0.44","0.46","0.02","6.4","<0.001","0.6"
"Mirs Bay","MM19","2021-11-25","1","Bottom Water","0.2","0.023","0.7","89","6.2","<1","1","0.012","0.011","0.009","7.7","0.3","33.7","2.7","0.38","3.8","23.4","0.05","0.33","0.35","0.03","7.4","<0.001","<0.5"
"Mirs Bay","MM19","2021-12-16","1","Surface Water","0.5","0.021","0.4","88","6.4","<1","<1","<0.002","<0.002","0.004","7.8","<0.2","33.8","2","0.8","2.2","21.6","0.03","0.66","0.66","0.03","6.4","<0.001","0.6"
"Mirs Bay","MM19","2021-12-16","1","Middle Water","0.5","0.031","0.5","92","6.7","<1","<1","0.01","0.011","0.008","7.8","<0.2","33.8","2","0.82","3.8","20.8","0.05","0.97","0.99","0.03","7.3","<0.001","0.6"
"Mirs Bay","MM19","2021-12-16","1","Bottom Water","0.4","0.026","0.3","93","6.8","<1","<1","0.006","0.01","0.009","7.8","<0.2","33.8","2","0.83","8.3","20.9","0.04","0.42","0.44","0.02","7.4","<0.001","1.7"
"Mirs Bay","MM2","2021-02-22","1","Surface Water","1.7","0.032","1.4","70","5.3","<1","<1","0.012","<0.002","0.008","7.9","<0.2","31.6","4.8","0.82","6.9","20.3","0.05","0.82","0.83","0.04","3.9","<0.001","1.3"
"Mirs Bay","MM2","2021-02-22","1","Middle Water","1.8","0.028","1.7","72","5.5","<1","<1","0.008","<0.002","0.004","8","<0.2","31.8","4.8","0.8","8.4","19.6","0.04","1.1","1.11","0.04","2.2","<0.001","1.5"
"Mirs Bay","MM2","2021-02-22","1","Bottom Water","1.8","0.038","1.8","75","5.7","<1","<1","0.011","<0.002","0.003","7.9","<0.2","31.8","4.8","0.79","8.7","19.1","0.05","0.64","0.65","0.03","2.6","<0.001","2.4"
"Mirs Bay","MM2","2021-03-22","1","Surface Water","0.8","0.026","2.8","66","4.8","<1","<1","0.003","<0.002","0.006","7.9","0.6","32.1","3.9","0.95","3.1","21.5","0.03","0.35","0.36","0.04","3.2","<0.001","0.6"
"Mirs Bay","MM2","2021-03-22","1","Middle Water","0.8","0.024","3.1","67","4.9","<1","<1","<0.002","<0.002","0.005","7.8","0.9","32.1","3.9","0.95","1.7","21.5","0.03","0.45","0.45","0.03","3.1","<0.001","<0.5"
"Mirs Bay","MM2","2021-03-22","1","Bottom Water","0.7","0.032","2.5","73","5.3","<1","1","<0.002","<0.002","0.006","7.8","0.6","32.2","3.9","0.96","3.6","21.5","0.04","0.58","0.58","0.03","3.9","<0.001","0.9"
"Mirs Bay","MM2","2021-04-29","1","Surface Water","0.6","0.067","3.4","63","4.3","<1","1","0.031","0.003","0.005","7.5","<0.2","33.1","2.7","0.75","1.1","25.2","0.1","0.77","0.8","0.07","3.2","<0.001","<0.5"
"Mirs Bay","MM2","2021-04-29","1","Middle Water","0.6","0.069","3.7","64","4.4","<1","2","0.016","0.003","0.014","7.5","<0.2","33.2","2.7","0.73","2.3","24.7","0.09","0.44","0.46","0.18","3.2","<0.001","0.8"
"Mirs Bay","MM2","2021-04-29","1","Bottom Water","0.4","0.075","3.4","66","4.6","1","3","0.008","<0.002","0.019","7.4","<0.2","33.3","2.7","0.83","1.8","24.6","0.09","0.54","0.55","0.04","5.9","<0.001","<0.5"
"Mirs Bay","MM2","2021-05-26","1","Surface Water","0.3","0.026","2.2","104","6.6","150","150","<0.002","<0.002","0.004","7.6","<0.2","33.4","3.7","0.08","0.7","29.1","0.03","N/A","N/A","N/A","6.2","<0.001","<0.5"
"Mirs Bay","MM2","2021-05-26","1","Middle Water","0.2","0.032","4.2","73","4.8","<1","1","0.002","<0.002","0.004","7.5","<0.2","33.9","3.7","0.23","1.4","26.8","0.04","N/A","N/A","N/A","3.1","<0.001","0.6"
"Mirs Bay","MM2","2021-05-26","1","Bottom Water","<0.1","0.042","3.1","60","4","<1","<1","0.002","<0.002","0.005","7.5","<0.2","34.1","3.7","0.47","4","25.6","0.05","N/A","N/A","N/A","3.4","<0.001","0.9"
"Mirs Bay","MM2","2021-06-23","1","Surface Water","0.9","0.02","3.2","72","4.7","<1","<1","<0.002","<0.002","0.005","7.7","<0.2","32.6","3.6","0.08","1.4","28.5","0.02","N/A","N/A","N/A","2.6","<0.001","<0.5"
"Mirs Bay","MM2","2021-06-23","1","Middle Water","0.7","0.041","6.3","76","5.1","2","4","0.029","0.014","0.012","7.4","1","33.9","3.6","0.75","10","25.8","0.08","N/A","N/A","N/A","4","<0.001","8.4"
"Mirs Bay","MM2","2021-06-23","1","Bottom Water","0.5","0.035","4.5","51","3.5","<1","1","0.039","0.017","0.01","7.4","<0.2","34.1","3.6","0.86","2","24.5","0.09","N/A","N/A","N/A","3.9","<0.001","1.9"
"Mirs Bay","MM2","2021-07-23","1","Surface Water","0.4","0.063","1.8","67","4.3","<1","3","0.035","<0.002","0.003","7.5","<0.2","28.7","5.6","0.69","2.3","29.8","0.1","N/A","N/A","N/A","2.9","0.001","0.7"
"Mirs Bay","MM2","2021-07-23","1","Middle Water","0.4","0.07","1.9","63","4.1","<1","3","0.016","<0.002","<0.002","7.5","0.4","30.3","5.6","0.53","1.8","28.8","0.09","N/A","N/A","N/A","2.5","0.001","<0.5"
"Mirs Bay","MM2","2021-07-23","1","Bottom Water","<0.1","0.064","1.2","61","3.9","1","2","0.003","0.005","<0.002","7.5","0.8","30.8","5.6","0.45","2.2","28.7","0.07","N/A","N/A","N/A","2.5","0.001","<0.5"
"Mirs Bay","MM2","2021-08-16","1","Surface Water","1.7","0.011","5.2","74","4.9","1","5","<0.002","<0.002","<0.002","7.6","1.6","30.5","2.9","0.15","2.3","28.6","0.02","N/A","N/A","N/A","2.8","<0.001","1.4"
"Mirs Bay","MM2","2021-08-16","1","Middle Water","1.4","0.012","5.5","83","5.6","1","3","<0.002","<0.002","<0.002","7.3","0.6","32.7","2.9","0.09","5.4","26.5","0.02","N/A","N/A","N/A","3.1","<0.001","3"
"Mirs Bay","MM2","2021-08-16","1","Bottom Water","2.1","0.018","5.7","48","3.3","2","5","0.048","0.008","0.013","7.1","0.6","33.9","2.9","0.96","3.9","24.3","0.07","N/A","N/A","N/A","3.6","<0.001","1.7"
"Mirs Bay","MM2","2021-09-20","1","Surface Water","1.3","0.02","2.8","86","5.4","<1","<1","0.023","<0.002","<0.002","8.2","<0.2","32.9","4","0.46","1.6","30.2","0.05","N/A","N/A","N/A","157.1","0.002","0.9"
"Mirs Bay","MM2","2021-09-20","1","Middle Water","1.3","0.023","2.7","84","5.3","<1","3","0.023","<0.002","<0.002","8.2","0.5","33","4","0.43","1.6","29.5","0.05","N/A","N/A","N/A","21.2","0.002","0.8"
"Mirs Bay","MM2","2021-09-20","1","Bottom Water","1.2","0.03","2.6","78","5","1","1","0.021","<0.002","0.006","8.1","1","33.1","4","0.59","1.6","28.6","0.05","N/A","N/A","N/A","20.2","0.002","0.9"
"Mirs Bay","MM2","2021-10-22","1","Surface Water","0.7","0.036","1.2","87","5.8","<1","<1","0.004","0.005","0.004","8","1","31.5","3.6","0.37","2.7","26.4","0.05","N/A","N/A","N/A","6","0.002","1.1"
"Mirs Bay","MM2","2021-10-22","1","Middle Water","0.7","0.032","1.9","78","5.3","2","3","0.005","0.006","0.004","8","0.3","31.5","3.6","0.36","2.1","26.4","0.04","N/A","N/A","N/A","5.1","0.002","0.9"
"Mirs Bay","MM2","2021-10-22","1","Bottom Water","0.5","0.039","1.6","68","4.5","<1","<1","0.007","0.038","0.004","7.9","0.7","32.5","3.6","0.67","3.5","27.1","0.08","N/A","N/A","N/A","7","0.001","1.2"
"Mirs Bay","MM2","2021-11-18","1","Surface Water","0.9","0.023","3.4","90","6.2","<1","3","0.003","<0.002","0.003","7.7","<0.2","33","2.4","0.31","2.3","24.1","0.03","1","1.01","0.1","8.6","<0.001","1.2"
