"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Victoria Harbour","VM2","2019-09-12","1","Surface Water","1.1","0.11","16","76","5","330","830","0.14","0.034","0.017","8.2","3","30.3","2.3","0.59","5.8","29.2","0.28","1.3","1.47","0.05","3.6","0.01","1.8"
"Victoria Harbour","VM2","2019-09-12","1","Middle Water","1.1","0.11","16","82","5.3","420","730","0.11","0.03","0.017","8.2","2.8","30.6","2.3","0.62","6","29","0.25","1.3","1.44","0.05","3.3","0.009","1.8"
"Victoria Harbour","VM2","2019-09-12","1","Bottom Water","0.7","0.08","10","86","5.6","310","1000","0.068","0.027","0.014","8.2","2.2","31.5","2.3","0.72","4.9","28.7","0.18","1.5","1.6","0.04","3.1","0.007","1"
"Victoria Harbour","VM2","2019-10-03","1","Surface Water","0.4","0.15","1.7","90","5.7","150","290","0.15","0.024","0.019","7.8","0.8","32.2","2.4","1.4","5.6","29.3","0.32","0.98","1.15","0.05","4.8","0.006","1"
"Victoria Harbour","VM2","2019-10-03","1","Middle Water","0.4","0.12","1.3","77","4.9","170","530","0.12","0.02","0.018","7.8","1.9","32.5","2.4","0.97","10","29.2","0.26","0.74","0.88","0.04","5.6","0.005","1.7"
"Victoria Harbour","VM2","2019-10-03","1","Bottom Water","0.3","0.12","1.1","77","4.9","130","450","0.12","0.02","0.017","7.8","1.7","32.5","2.4","0.95","12","29.2","0.26","0.52","0.66","0.05","6.1","0.005","1.6"
"Victoria Harbour","VM2","2019-11-21","1","Surface Water","0.5","0.12","1.3","88","6.1","120","920","0.06","0.012","0.013","7.9","0.4","33","2.9","0.51","3.2","24.6","0.19","0.62","0.69","0.06","3","0.004","0.7"
"Victoria Harbour","VM2","2019-11-21","1","Middle Water","0.5","0.13","1.2","72","5","260","540","0.06","0.011","0.018","7.9","1.4","33.1","2.9","0.53","3.7","24.5","0.2","0.2","0.27","0.05","2.9","0.004","0.8"
"Victoria Harbour","VM2","2019-11-21","1","Bottom Water","0.4","0.11","1.6","86","6","220","730","0.056","0.01","0.01","7.9","1.2","33.2","2.9","0.49","11","24.5","0.18","0.18","0.25","0.04","3","0.004","1.8"
"Victoria Harbour","VM2","2019-12-02","1","Surface Water","0.3","0.086","1.9","84","5.9","300","570","0.075","0.018","0.023","8.1","0.6","33.3","2.4","0.66","6.4","23.3","0.18","0.33","0.42","0.07","6","0.004","1.2"
"Victoria Harbour","VM2","2019-12-02","1","Middle Water","0.3","0.086","1.6","82","5.8","400","790","0.073","0.014","0.024","8.1","1.3","33.3","2.4","0.65","2.1","23.3","0.17","0.09","0.18","0.07","2.4","0.004","0.8"
"Victoria Harbour","VM2","2019-12-02","1","Bottom Water","0.2","0.072","1.9","88","6.2","290","590","0.061","0.013","0.021","8.1","2.8","33.4","2.4","0.51","3.8","23.2","0.15","0.38","0.45","0.04","5.9","0.003","0.8"
"Victoria Harbour","VM4","2019-01-02","1","Surface Water","0.5","0.033","0.3","86","6.5","280","500","0.073","0.02","0.02","8","0.3","33.1","2","0.87","2.7","18.8","0.13","0.19","0.28","0.03","2.6","0.001","0.5"
"Victoria Harbour","VM4","2019-01-02","1","Middle Water","0.4","0.026","<0.2","94","7.1","340","440","0.067","0.023","0.021","8","0.9","33.3","2","0.8","3.6","19.3","0.12","0.37","0.46","0.03","1.8","<0.001","0.7"
"Victoria Harbour","VM4","2019-01-02","1","Bottom Water","0.3","0.036","0.4","94","7.1","250","320","0.073","0.021","0.02","8","1.1","33.3","2","0.85","4.1","19.3","0.13","0.21","0.3","0.03","1.9","0.001","1.1"
"Victoria Harbour","VM4","2019-02-13","1","Surface Water","0.4","0.1","1.2","88","6.7","230","810","0.1","0.011","0.02","8","0.9","32","3.3","0.48","7","19.3","0.21","0.59","0.7","0.03","1","0.003","2.1"
"Victoria Harbour","VM4","2019-02-13","1","Middle Water","0.6","0.28","1.1","95","7.3","260","640","0.12","0.008","0.021","8","2.5","32.1","3.3","0.39","6.2","19.3","0.41","0.75","0.88","0.05","0.5","0.008","2"
"Victoria Harbour","VM4","2019-02-13","1","Bottom Water","0.4","0.09","1.4","94","7.1","220","670","0.1","0.012","0.01","8","0.5","32.1","3.3","0.55","5.8","19.3","0.2","0.53","0.64","0.04","0.9","0.002","1.4"
"Victoria Harbour","VM4","2019-03-01","1","Surface Water","0.4","0.052","3.1","96","7.2","190","300","0.059","0.009","0.014","8.1","1.8","32.5","3.4","0.43","1.7","19.8","0.12","0.38","0.45","0.02","0.5","0.002","0.8"
"Victoria Harbour","VM4","2019-03-01","1","Middle Water","0.4","0.045","2","95","7.2","150","270","0.051","0.009","<0.002","8.1","0.8","32.5","3.4","0.48","1.9","19.8","0.11","0.28","0.34","0.02","0.4","0.002","0.8"
"Victoria Harbour","VM4","2019-03-01","1","Bottom Water","0.3","0.044","1.9","94","7.1","180","310","0.056","0.009","<0.002","8.1","0.9","32.6","3.4","0.47","3.3","19.7","0.11","0.27","0.34","<0.02","0.5","0.002","0.9"
"Victoria Harbour","VM4","2019-04-11","1","Surface Water","1.1","0.17","3.6","95","6.6","180","440","0.27","0.051","0.042","7.9","<0.2","31.3","3.7","0.58","9.5","24.3","0.49","0.39","0.71","0.08","0.3","0.006","2.5"
"Victoria Harbour","VM4","2019-04-11","1","Middle Water","1","0.16","8","79","5.5","90","130","0.2","0.022","0.022","7.9","2.2","31.6","3.7","0.47","8.4","23.9","0.38","0.36","0.58","0.06","0.3","0.005","2.5"
"Victoria Harbour","VM4","2019-04-11","1","Bottom Water","1.1","0.18","5.7","93","6.5","140","350","0.22","0.031","0.04","7.9","0.9","31.6","3.7","0.54","9.1","23.8","0.43","0.34","0.59","0.06","0.2","0.006","2.9"
"Victoria Harbour","VM4","2019-05-10","1","Surface Water","0.4","0.13","0.8","76","5.4","380","670","0.18","0.026","0.035","7.7","<0.2","31.7","2.7","0.74","3.4","23.8","0.34","0.3","0.51","0.04","1.7","0.003","0.9"
"Victoria Harbour","VM4","2019-05-10","1","Middle Water","0.4","0.1","0.6","65","4.6","630","1300","0.12","0.015","0.021","7.7","0.6","32.1","2.7","0.68","3.8","23.7","0.24","0.22","0.36","0.03","1.9","0.002","1.2"
"Victoria Harbour","VM4","2019-05-10","1","Bottom Water","0.4","0.08","1.2","83","5.8","700","800","0.11","0.013","0.018","7.7","<0.2","32.6","2.7","0.58","3.8","23.6","0.2","0.28","0.4","0.03","2","0.002","0.8"
"Victoria Harbour","VM4","2019-06-05","1","Surface Water","0.5","0.2","0.6","62","4.2","470","2400","0.22","0.042","0.024","7.6","<0.2","29.2","2.3","1.6","8.6","27","0.46","0.39","0.65","0.05","1.8","0.004","1.5"
"Victoria Harbour","VM4","2019-06-05","1","Middle Water","0.4","0.14","0.7","59","4","620","1200","0.17","0.047","0.019","7.6","<0.2","29.9","2.3","1.3","7.1","26.4","0.36","0.35","0.57","0.04","1.8","0.003","1.6"
"Victoria Harbour","VM4","2019-06-05","1","Bottom Water","0.1","0.061","0.6","68","4.7","870","2700","0.092","0.055","0.011","7.6","<0.2","32.4","2.3","0.96","13","25.5","0.21","0.16","0.31","0.04","3.8","0.001","2.3"
"Victoria Harbour","VM4","2019-07-25","1","Surface Water","2.9","0.068","38","123","8.4","860","2200","0.16","0.021","0.002","8.3","11","28.2","1.9","0.12","13","27.3","0.25","0.61","0.79","0.05","13","0.007","4.6"
"Victoria Harbour","VM4","2019-07-25","1","Middle Water","2.7","0.084","32","99","6.7","1400","3000","0.13","0.021","<0.002","8.2","9.8","30.7","1.9","0.13","12","26","0.24","0.6","0.75","0.04","11.2","0.005","3.4"
"Victoria Harbour","VM4","2019-07-25","1","Bottom Water","1.3","0.068","19","68","4.7","380","1100","0.1","0.013","0.005","8","6.1","31.9","1.9","0.51","10","25","0.18","0.38","0.49","0.04","14.4","0.003","2.6"
"Victoria Harbour","VM4","2019-08-08","1","Surface Water","0.7","0.2","2.3","67","4.4","670","1500","0.16","0.049","0.027","7.9","<0.2","29.2","2.3","1.6","3.3","28.1","0.41","0.5","0.71","0.05","12","0.009","0.8"
"Victoria Harbour","VM4","2019-08-08","1","Middle Water","0.9","0.16","1.9","73","4.9","570","1500","0.14","0.039","0.017","7.9","1.7","29.9","2.3","1.4","3.7","27.9","0.34","0.67","0.85","0.04","11.5","0.008","0.5"
"Victoria Harbour","VM4","2019-08-08","1","Bottom Water","0.7","0.093","2.2","77","5.1","490","880","0.1","0.026","0.015","8","2.2","30.5","2.3","1.2","9.4","27.9","0.22","0.46","0.59","0.04","14.3","0.005","1.4"
"Victoria Harbour","VM4","2019-09-12","1","Surface Water","1","0.14","12","79","5.1","60","180","0.12","0.029","0.009","8.2","2.7","30.1","2.7","0.72","5.1","29.3","0.29","1.6","1.75","0.04","4","0.013","1.8"
"Victoria Harbour","VM4","2019-09-12","1","Middle Water","0.7","0.13","7.6","74","4.8","950","1400","0.11","0.029","0.016","8.2","2.3","30.5","2.7","1.1","6.2","28.9","0.27","0.91","1.05","0.04","3.6","0.01","1.4"
"Victoria Harbour","VM4","2019-09-12","1","Bottom Water","0.6","0.12","7.8","70","4.5","450","1100","0.097","0.029","0.016","8.1","3","30.8","2.7","1","5.1","28.8","0.25","1.7","1.83","0.04","4.4","0.009","1.1"
"Victoria Harbour","VM4","2019-10-03","1","Surface Water","0.4","0.22","1","67","4.3","1000","3900","0.21","0.034","0.026","7.8","1","31.6","1.7","1.8","6.9","29.5","0.46","0.87","1.11","0.06","5.7","0.007","1.2"
"Victoria Harbour","VM4","2019-10-03","1","Middle Water","0.3","0.13","1.2","71","4.5","2700","6200","0.12","0.02","0.017","7.8","1.5","32","1.7","1.2","9.8","29.4","0.27","0.45","0.59","0.04","6.6","0.005","1.5"
"Victoria Harbour","VM4","2019-10-03","1","Bottom Water","0.4","0.18","1.1","79","5","1200","2700","0.17","0.027","0.019","7.8","1.3","32.5","1.7","1.2","13","29.2","0.38","0.63","0.83","0.05","6.9","0.007","1.8"
"Victoria Harbour","VM4","2019-11-21","1","Surface Water","0.5","0.14","0.9","87","6","280","580","0.057","0.012","0.008","7.9","<0.2","33","2.8","0.51","4","24.6","0.21","0.39","0.46","0.06","3.5","0.005","1"
"Victoria Harbour","VM4","2019-11-21","1","Middle Water","0.6","0.15","1.6","81","5.6","270","550","0.064","0.012","0.013","7.9","1.6","33","2.8","0.55","4.4","24.6","0.23","0.18","0.26","0.05","4.2","0.005","0.9"
"Victoria Harbour","VM4","2019-11-21","1","Bottom Water","0.5","0.14","1.3","84","5.8","420","830","0.061","0.011","0.019","7.9","1.3","33.1","2.8","0.45","12","24.6","0.21","0.29","0.36","0.05","3.9","0.005","2"
"Victoria Harbour","VM4","2019-12-02","1","Surface Water","0.3","0.13","1.5","86","6.1","390","1000","0.075","0.013","0.025","8.1","1.7","33.2","2.3","0.74","6.9","23.4","0.22","0.21","0.3","0.07","11.1","0.007","1.3"
"Victoria Harbour","VM4","2019-12-02","1","Middle Water","0.5","0.12","1.6","80","5.6","470","1200","0.077","0.014","0.028","8.1","2.2","33.2","2.3","0.74","7.8","23.4","0.21","0.25","0.34","0.06","3.9","0.006","1.5"
"Victoria Harbour","VM4","2019-12-02","1","Bottom Water","0.3","0.12","1.9","85","6","800","1600","0.073","0.013","0.024","8.1","1.7","33.2","2.3","0.62","5.2","23.4","0.21","0.53","0.62","0.04","4.6","0.006","0.9"
"Victoria Harbour","VM5","2019-01-02","1","Surface Water","0.4","0.039","0.2","83","6.3","380","900","0.076","0.02","0.021","8","0.5","33.2","2","0.82","4.4","18.9","0.14","0.38","0.48","0.04","2.8","0.001","0.9"
"Victoria Harbour","VM5","2019-01-02","1","Middle Water","0.4","0.036","<0.2","92","7","320","450","0.076","0.02","0.021","8","0.8","33.3","2","0.82","3.5","19.4","0.13","0.36","0.46","0.03","2.3","0.001","0.9"
"Victoria Harbour","VM5","2019-01-02","1","Bottom Water","0.3","0.023","<0.2","93","7","280","640","0.076","0.02","0.02","8","0.6","33.3","2","0.84","4.4","19.4","0.12","0.19","0.29","0.03","1.9","<0.001","1.2"
"Victoria Harbour","VM5","2019-02-13","1","Surface Water","0.5","0.13","1.8","87","6.6","150","890","0.11","0.01","0.012","8","0.8","31.9","3.2","0.44","6.8","19.5","0.25","0.57","0.69","0.05","0.6","0.004","1.9"
"Victoria Harbour","VM5","2019-02-13","1","Middle Water","0.4","0.094","1.4","94","7.2","160","380","0.1","0.009","0.01","8","0.6","31.9","3.2","0.49","6.9","19.4","0.2","0.5","0.61","0.03","0.5","0.003","2.1"
"Victoria Harbour","VM5","2019-02-13","1","Bottom Water","0.4","0.12","0.9","95","7.2","230","830","0.11","0.012","0.012","8","0.6","32.1","3.2","0.51","7.2","19.3","0.24","0.42","0.54","0.03","0.7","0.003","1.8"
"Victoria Harbour","VM5","2019-03-01","1","Surface Water","0.5","0.059","5","91","6.9","140","260","0.071","0.012","0.015","8","1.6","32.4","3.5","0.39","9.4","20","0.14","0.81","0.89","0.02","0.5","0.002","2.7"
"Victoria Harbour","VM5","2019-03-01","1","Middle Water","0.6","0.06","5.2","92","6.9","80","240","0.069","0.012","0.013","8.1","1.5","32.4","3.5","0.37","4.8","19.9","0.14","0.41","0.49","0.03","0.4","0.002","1"
"Victoria Harbour","VM5","2019-03-01","1","Bottom Water","0.4","0.056","4.2","97","7.3","180","340","0.07","0.012","0.011","8.1","0.8","32.5","3.5","0.43","3","19.8","0.14","0.36","0.44","0.03","0.4","0.002","0.9"
"Victoria Harbour","VM5","2019-04-11","1","Surface Water","1.1","0.16","6.1","79","5.6","40","120","0.25","0.015","0.018","7.9","<0.2","31.5","4.3","0.49","9.1","24","0.43","0.33","0.6","0.05","0.3","0.005","2.6"
"Victoria Harbour","VM5","2019-04-11","1","Middle Water","0.9","0.15","4.7","69","4.9","90","210","0.18","0.013","0.024","7.9","0.3","31.7","4.3","0.49","9","23.8","0.34","0.32","0.51","0.04","0.3","0.005","2.5"
"Victoria Harbour","VM5","2019-04-11","1","Bottom Water","0.8","0.15","4.2","91","6.5","100","190","0.17","0.012","0.02","7.9","1.1","32.1","4.3","0.48","10","23.4","0.33","0.29","0.47","0.04","0.6","0.005","3"
"Victoria Harbour","VM5","2019-05-10","1","Surface Water","0.4","0.13","0.5","73","5.1","330","830","0.16","0.02","0.028","7.7","0.6","31.8","2.6","0.73","3.3","23.9","0.31","0.29","0.47","0.04","3.4","0.003","0.9"
"Victoria Harbour","VM5","2019-05-10","1","Middle Water","0.4","0.11","1.7","63","4.4","760","1400","0.11","0.014","0.021","7.7","<0.2","32","2.6","0.67","3.5","23.8","0.23","0.28","0.4","0.03","1.7","0.002","1.4"
"Victoria Harbour","VM5","2019-05-10","1","Bottom Water","0.3","0.1","1","77","5.4","620","1200","0.12","0.014","0.022","7.7","<0.2","32.3","2.6","0.68","5.3","23.7","0.23","0.33","0.46","0.03","2.9","0.002","1"
"Victoria Harbour","VM5","2019-06-05","1","Surface Water","0.3","0.19","0.7","55","3.7","270","1100","0.22","0.045","0.026","7.5","<0.2","29","2.4","1.6","8.8","26.5","0.46","0.42","0.69","0.05","2.1","0.003","1.6"
"Victoria Harbour","VM5","2019-06-05","1","Middle Water","0.2","0.13","0.4","59","4.1","2900","5600","0.17","0.047","0.018","7.5","<0.2","29.9","2.4","1.3","12","26.2","0.35","0.3","0.52","0.04","2.9","0.002","2.2"
"Victoria Harbour","VM5","2019-06-05","1","Bottom Water","0.2","0.11","0.3","65","4.5","870","2300","0.14","0.05","0.017","7.5","<0.2","31","2.4","1.2","11","25.9","0.3","0.25","0.44","0.04","3.3","0.002","2.2"
"Victoria Harbour","VM5","2019-07-25","1","Surface Water","2.8","0.072","33","111","7.5","820","5700","0.17","0.02","0.004","8.3","8.1","28","1.9","0.23","12","27.3","0.26","0.61","0.8","0.05","15.4","0.007","4.2"
"Victoria Harbour","VM5","2019-07-25","1","Middle Water","1.8","0.083","32","98","6.7","900","2200","0.17","0.02","0.003","8.2","8.5","30.1","1.9","0.24","14","26.3","0.27","0.49","0.68","0.05","15.7","0.006","3.9"
"Victoria Harbour","VM5","2019-07-25","1","Bottom Water","0.7","0.094","12","56","3.9","190","350","0.086","0.044","0.006","8","3.4","32.3","1.9","0.83","12","24.8","0.22","0.26","0.39","0.05","15.5","0.004","2.9"
"Victoria Harbour","VM5","2019-08-08","1","Surface Water","0.7","0.23","1.9","64","4.3","140","440","0.17","0.057","0.029","7.9","<0.2","28.8","2.5","1.7","3.2","28.1","0.46","0.53","0.76","0.06","12.1","0.01","0.9"
"Victoria Harbour","VM5","2019-08-08","1","Middle Water","0.6","0.2","1.4","67","4.5","700","1700","0.16","0.051","0.022","7.9","1.2","29.4","2.5","1.7","4","27.9","0.41","0.54","0.75","0.05","12.2","0.009","0.8"
"Victoria Harbour","VM5","2019-08-08","1","Bottom Water","0.3","0.14","1.2","68","4.5","800","1400","0.14","0.036","0.022","7.9","0.9","30.1","2.5","1.5","5.6","27.8","0.32","0.47","0.65","0.05","13.4","0.006","1.2"
"Victoria Harbour","VM5","2019-09-12","1","Surface Water","1.3","0.18","15","87","5.7","200","870","0.14","0.03","0.006","8.2","2.5","29.2","2.9","0.76","6.1","29.3","0.35","1.6","1.77","0.04","4","0.018","1.8"
"Victoria Harbour","VM5","2019-09-12","1","Middle Water","1.2","0.17","12","81","5.3","260","1300","0.13","0.031","0.013","8.2","3.2","29.6","2.9","0.87","7","29","0.33","1.4","1.56","0.04","3.9","0.015","1.6"
"Victoria Harbour","VM5","2019-09-12","1","Bottom Water","0.9","0.17","11","80","5.2","420","2400","0.13","0.029","0.01","8.2","2.8","30.1","2.9","1","10","29","0.33","1.3","1.46","0.05","5.1","0.014","2"
"Victoria Harbour","VM5","2019-10-03","1","Surface Water","0.6","0.24","1","95","6.1","530","1100","0.24","0.038","0.03","7.8","1.1","31.5","1.7","1.8","6.4","29.4","0.52","1.5","1.78","0.09","6","0.008","1"
"Victoria Harbour","VM5","2019-10-03","1","Middle Water","0.5","0.22","0.9","67","4.3","620","2100","0.22","0.035","0.026","7.8","1.6","31.7","1.7","1.8","8.7","29.4","0.48","0.56","0.82","0.05","4.6","0.008","1.5"
"Victoria Harbour","VM5","2019-10-03","1","Bottom Water","0.5","0.22","1.2","69","4.4","480","1200","0.22","0.035","0.028","7.8","0.9","31.7","1.7","1.4","8.5","29.4","0.48","0.62","0.88","0.05","5.2","0.008","1.4"
"Victoria Harbour","VM5","2019-11-21","1","Surface Water","0.6","0.15","0.7","94","6.5","120","220","0.058","0.012","0.013","7.9","<0.2","33","2.4","0.5","4.3","24.7","0.22","0.42","0.49","0.05","4.2","0.005","1"
"Victoria Harbour","VM5","2019-11-21","1","Middle Water","0.6","0.15","2.5","71","4.9","190","440","0.058","0.011","0.021","7.9","0.8","33","2.4","0.53","4.4","24.6","0.22","0.22","0.29","0.05","3.6","0.005","1"
"Victoria Harbour","VM5","2019-11-21","1","Bottom Water","0.5","0.15","2.8","85","5.9","170","510","0.06","0.012","0.007","7.9","0.7","33.1","2.4","0.48","10","24.6","0.22","0.69","0.76","0.05","3.6","0.005","1.8"
"Victoria Harbour","VM5","2019-12-02","1","Surface Water","0.2","0.17","1.8","93","6.5","180","420","0.074","0.013","0.025","8.1","0.8","33.2","2.7","0.74","3.5","23.4","0.26","0.25","0.34","0.06","19.1","0.009","1"
"Victoria Harbour","VM5","2019-12-02","1","Middle Water","0.4","0.16","2.2","77","5.4","860","1200","0.068","0.012","0.025","8.1","1.9","33.1","2.7","0.59","6.6","23.4","0.24","0.24","0.32","0.06","3.8","0.008","1.2"
"Victoria Harbour","VM5","2019-12-02","1","Bottom Water","0.2","0.16","2.2","81","5.7","440","1100","0.072","0.013","0.027","8.1","1.4","33.2","2.7","0.6","4.1","23.4","0.25","0.52","0.61","0.04","4.4","0.007","1"
"Victoria Harbour","VM6","2019-01-02","1","Surface Water","0.4","0.077","0.4","82","6.3","680","1200","0.08","0.02","0.025","8","0.6","33.2","2","0.87","4.1","18.8","0.18","0.41","0.51","0.04","5.4","0.002","0.8"
"Victoria Harbour","VM6","2019-01-02","1","Middle Water","0.5","0.068","<0.2","89","6.7","1100","1800","0.078","0.02","0.024","8","1","33.2","2","0.8","3.8","19.5","0.17","0.37","0.47","0.04","2.1","0.002","1"
"Victoria Harbour","VM6","2019-01-02","1","Bottom Water","0.5","0.073","0.5","89","6.7","580","1500","0.082","0.021","0.025","8","0.7","33.2","2","0.86","4","19.5","0.18","0.27","0.37","0.04","2","0.002","0.8"
"Victoria Harbour","VM6","2019-02-13","1","Surface Water","0.6","0.19","1.1","80","6.1","240","970","0.12","0.01","0.018","8","0.4","31.7","3.3","0.43","6.4","19.5","0.32","0.66","0.79","0.04","0.7","0.005","2.1"
"Victoria Harbour","VM6","2019-02-13","1","Middle Water","0.6","0.11","0.9","94","7.2","330","1000","0.11","0.011","0.01","8","0.7","31.8","3.3","0.46","7.1","19.4","0.23","0.43","0.55","0.03","0.6","0.003","1.6"
"Victoria Harbour","VM6","2019-02-13","1","Bottom Water","0.7","0.12","0.9","93","7.1","280","1100","0.11","0.011","0.013","8","0.2","32","3.3","0.54","7.1","19.3","0.24","0.41","0.53","0.03","0.7","0.003","1.7"
"Victoria Harbour","VM6","2019-03-01","1","Surface Water","0.4","0.074","4.2","91","6.8","150","620","0.075","0.012","0.01","8","1.3","32.3","3.8","0.38","8.9","20","0.16","0.63","0.72","0.03","0.7","0.002","2.6"
"Victoria Harbour","VM6","2019-03-01","1","Middle Water","0.5","0.077","4.5","92","6.9","210","470","0.074","0.012","0.019","8.1","1.4","32.3","3.8","0.39","8","20","0.16","0.36","0.45","0.03","0.6","0.003","1.6"
"Victoria Harbour","VM6","2019-03-01","1","Bottom Water","0.4","0.066","2.6","93","7","520","1100","0.072","0.015","0.012","8.1","1.1","32.4","3.8","0.52","3","19.9","0.15","0.45","0.54","0.03","0.4","0.002","0.8"
"Victoria Harbour","VM6","2019-04-11","1","Surface Water","0.8","0.15","5.3","87","6.1","110","340","0.21","0.013","0.024","7.9","1.1","31.7","4.7","0.52","8.5","24.2","0.37","0.31","0.53","0.04","0.2","0.005","2.5"
"Victoria Harbour","VM6","2019-04-11","1","Middle Water","0.5","0.15","3.6","69","4.9","200","400","0.18","0.013","0.028","7.9","0.6","31.7","4.7","0.52","9","23.7","0.34","0.36","0.55","0.04","0.2","0.005","2.8"
