"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Port Shelter","PM8","2019-09-09","1","Middle Water","0.2","0.022","0.7","75","4.9","<1","<1","<0.002","0.003","<0.002","8.2","0.3","32.1","3.3","0.22","6.4","28.3","0.03","0.33","0.34","<0.02","1.4","0.002","0.9"
"Port Shelter","PM8","2019-09-09","1","Bottom Water","0.6","0.029","0.3","54","3.6","<1","<1","0.016","0.03","0.01","8.1","0.3","32.7","3.3","0.61","7.6","28.1","0.08","0.22","0.27","0.02","2.6","0.002","1"
"Port Shelter","PM8","2019-10-24","1","Surface Water","0.6","<0.005","0.9","88","5.8","<1","<1","<0.002","<0.002","0.005","8","<0.2","33","4.8","0.28","6.7","27.9","<0.01","0.18","0.18","<0.02","3.5","<0.001","1.3"
"Port Shelter","PM8","2019-10-24","1","Middle Water","0.5","0.007","1.1","98","6.4","<1","1","<0.002","<0.002","0.009","8","<0.2","33","4.8","0.26","3.3","27.8","0.01","0.86","0.86","0.03","1.1","<0.001","1.2"
"Port Shelter","PM8","2019-10-24","1","Bottom Water","0.6","<0.005","1.1","81","5.3","<1","<1","<0.002","<0.002","0.008","7.9","0.3","33.2","4.8","0.94","9.9","27.9","<0.01","0.59","0.59","0.03","2.2","<0.001","1.9"
"Port Shelter","PM8","2019-11-13","1","Surface Water","0.3","0.018","0.6","88","6","<1","<1","<0.002","<0.002","0.005","8","1.2","33.4","3.3","0.68","7.3","25.1","0.02","0.59","0.59","0.03","2.5","<0.001","1.5"
"Port Shelter","PM8","2019-11-13","1","Middle Water","0.2","0.021","1.5","98","6.7","<1","<1","<0.002","0.002","0.005","8","0.7","33.4","3.3","0.74","6.2","25","0.03","0.5","0.5","0.03","2.1","<0.001","1.2"
"Port Shelter","PM8","2019-11-13","1","Bottom Water","<0.1","0.009","1.1","92","6.3","<1","<1","0.023","0.013","0.01","7.9","1.4","33.4","3.3","1","9.1","24.8","0.05","0.84","0.88","0.04","3.4","<0.001","1.5"
"Port Shelter","PM8","2019-12-16","1","Surface Water","0.3","0.013","0.8","91","6.9","<1","<1","0.086","0.008","0.014","8.2","0.3","32.7","3.2","0.96","1.9","19.5","0.11","0.12","0.21","<0.02","0.8","<0.001","0.6"
"Port Shelter","PM8","2019-12-16","1","Middle Water","0.3","0.025","0.9","100","7.6","<1","<1","0.064","0.006","0.013","8.2","0.5","32.8","3.2","0.89","1","19.5","0.1","0.49","0.56","0.03","0.2","0.001","<0.5"
"Port Shelter","PM8","2019-12-16","1","Bottom Water","0.3","0.03","0.9","101","7.6","<1","<1","0.032","0.004","0.008","8.2","1","33","3.2","0.9","2.7","19.7","0.07","0.47","0.51","0.02","1.1","0.001","0.5"
"Port Shelter","PM9","2019-01-18","1","Surface Water","0.6","0.012","1.3","93","7.3","<1","1","0.16","0.005","0.018","8","1.2","31.8","4.5","1.4","1.2","18","0.18","0.23","0.4","0.03","0.2","<0.001","0.6"
"Port Shelter","PM9","2019-01-18","1","Middle Water","0.6","0.011","1.2","102","7.9","<1","<1","0.15","0.006","0.018","8","0.8","31.9","4.5","1.4","1.2","18.2","0.17","0.26","0.42","0.03","0.4","<0.001","<0.5"
"Port Shelter","PM9","2019-01-18","1","Bottom Water","0.5","0.015","1.1","101","7.8","<1","1","0.15","0.006","0.019","8","0.7","32.1","4.5","1.4","1.7","18.4","0.17","0.28","0.44","0.03","0.4","<0.001","<0.5"
"Port Shelter","PM9","2019-02-11","1","Surface Water","1.9","0.022","7.2","86","6.6","<1","2","0.013","0.002","<0.002","8","1.2","32","3.6","0.7","2.4","19","0.04","0.37","0.39","0.04","0.7","<0.001","1.8"
"Port Shelter","PM9","2019-02-11","1","Middle Water","0.6","0.021","1","99","7.6","<1","<1","0.045","0.006","0.011","8","0.7","32.5","3.6","0.57","1.7","18.9","0.07","0.27","0.32","<0.02","0.3","<0.001","0.8"
"Port Shelter","PM9","2019-02-11","1","Bottom Water","0.6","0.025","0.8","93","7.1","<1","<1","0.051","0.008","0.011","8","0.5","32.6","3.6","0.64","2.3","18.8","0.08","0.62","0.68","0.02","0.5","<0.001","1.6"
"Port Shelter","PM9","2019-03-06","1","Surface Water","0.7","0.034","1.2","93","7","1","1","0.013","<0.002","0.01","8.1","0.3","32.3","3.6","0.57","7.2","20.1","0.05","0.41","0.43","<0.02","0.3","0.001","1.6"
"Port Shelter","PM9","2019-03-06","1","Middle Water","0.4","0.023","1","99","7.4","<1","<1","0.011","<0.002","<0.002","8.1","0.7","32.8","3.6","0.3","7.7","20","0.04","0.39","0.4","<0.02","0.3","<0.001","1.5"
"Port Shelter","PM9","2019-03-06","1","Bottom Water","0.3","0.023","1.1","94","7","<1","<1","0.016","0.006","<0.002","8.1","0.6","33.8","3.6","0.36","6.7","20.5","0.05","0.14","0.16","<0.02","1.3","<0.001","1.3"
"Port Shelter","PM9","2019-04-04","1","Surface Water","0.5","0.009","0.9","78","5.6","<1","<1","<0.002","0.002","0.007","7.9","0.5","33.6","2.7","0.22","8.8","21.8","0.01","0.22","0.22","<0.02","0.7","<0.001","2.5"
"Port Shelter","PM9","2019-04-04","1","Middle Water","0.5","0.011","<0.2","74","5.3","1","1","<0.002","0.003","0.007","7.9","1.2","33.7","2.7","0.25","7.1","21.9","0.02","0.31","0.32","<0.02","0.6","<0.001","2.1"
"Port Shelter","PM9","2019-04-04","1","Bottom Water","0.4","0.007","0.6","93","6.7","<1","<1","<0.002","0.004","0.006","7.9","0.4","33.8","2.7","0.26","7.4","21.8","0.01","0.27","0.28","<0.02","1.1","<0.001","1.3"
"Port Shelter","PM9","2019-05-03","1","Surface Water","0.5","0.017","1.8","95","6.6","<1","<1","0.041","0.004","0.008","7.8","1.6","32.3","6.3","0.07","8.6","24.4","0.06","0.26","0.31","<0.02","0.4","<0.001","2"
"Port Shelter","PM9","2019-05-03","1","Middle Water","0.4","0.016","2","77","5.3","<1","<1","0.039","0.003","0.008","7.8","<0.2","32.1","6.3","0.08","6.4","24.7","0.06","0.25","0.29","<0.02","0.2","<0.001","1.2"
"Port Shelter","PM9","2019-05-03","1","Bottom Water","0.3","0.019","1.3","93","6.4","<1","<1","0.042","0.005","0.008","7.8","<0.2","32.7","6.3","0.23","1.4","24.9","0.07","0.23","0.28","<0.02","0.2","<0.001","0.5"
"Port Shelter","PM9","2019-06-26","1","Surface Water","0.8","<0.005","0.7","75","4.9","1","1","0.11","0.008","0.016","7.8","<0.2","30.5","3.8","1.6","9.9","28.5","0.12","0.08","0.2","0.03","0.3","<0.001","2.4"
"Port Shelter","PM9","2019-06-26","1","Middle Water","0.7","0.006","0.9","71","4.7","<1","<1","0.012","<0.002","<0.002","7.7","<0.2","31.7","3.8","0.8","1","27.8","0.02","0.18","0.19","<0.02","0.4","<0.001","<0.5"
"Port Shelter","PM9","2019-06-26","1","Bottom Water","0.7","<0.005","1.4","39","2.7","<1","<1","0.007","<0.002","<0.002","7.5","<0.2","34.3","3.8","0.49","0.8","24.2","0.01","0.21","0.22","<0.02","2.5","<0.001","<0.5"
"Port Shelter","PM9","2019-07-04","1","Surface Water","1.3","0.012","4.9","84","5.4","1","2","0.12","0.006","0.005","9","0.9","21.5","3","0.36","2.8","33","0.14","0.28","0.41","<0.02","6.4","0.006","1"
"Port Shelter","PM9","2019-07-04","1","Middle Water","1.1","0.021","4.1","92","5.9","4","11","0.11","0.006","0.004","8.9","<0.2","23.7","3","0.46","1.2","32.3","0.14","0.13","0.25","<0.02","7.7","0.008","0.6"
"Port Shelter","PM9","2019-07-04","1","Bottom Water","0.3","0.026","0.4","55","3.6","<1","<1","0.046","0.008","0.012","8.7","0.8","27.4","3","1.2","1.6","29.2","0.08","0.08","0.13","0.02","3.8","0.006","<0.5"
"Port Shelter","PM9","2019-08-19","1","Surface Water","1.1","0.022","4.1","89","5.9","<1","<1","<0.002","<0.002","<0.002","8.2","1.3","33.4","3.9","0.22","8.3","26.8","0.03","0.21","0.21","<0.02","10.6","0.002","2.4"
"Port Shelter","PM9","2019-08-19","1","Middle Water","0.4","0.032","1.3","46","3.2","<1","1","0.058","0.02","0.016","8","1.2","34.5","3.9","1.2","8.4","23.6","0.11","0.1","0.18","0.02","10.5","0.001","1.7"
"Port Shelter","PM9","2019-08-19","1","Bottom Water","0.3","0.034","0.7","58","4.1","<1","<1","0.036","0.017","0.015","8.1","1.1","34.5","3.9","1.1","17","23","0.09","0.17","0.22","0.03","14.8","0.001","3"
"Port Shelter","PM9","2019-09-09","1","Surface Water","0.6","0.017","0.8","92","5.8","<1","<1","<0.002","<0.002","<0.002","8.2","<0.2","30.6","2.4","0.37","6.6","31.1","0.02","0.38","0.38","<0.02","1.4","0.002","1.2"
"Port Shelter","PM9","2019-09-09","1","Middle Water","0.8","0.022","0.9","85","5.5","<1","1","<0.002","<0.002","<0.002","8.2","0.7","31.8","2.4","0.33","6.6","28.6","0.03","0.27","0.27","<0.02","2.1","0.002","1.6"
"Port Shelter","PM9","2019-09-09","1","Bottom Water","0.2","0.053","0.4","53","3.5","<1","<1","0.016","0.035","0.014","8.1","0.6","32.6","2.4","0.94","11","28.1","0.1","0.3","0.35","0.03","3.6","0.004","1.5"
"Port Shelter","PM9","2019-10-24","1","Surface Water","0.6","<0.005","0.8","91","5.9","<1","<1","<0.002","<0.002","0.004","8","<0.2","33.1","3.6","0.42","6.9","27.9","<0.01","0.65","0.65","0.04","1.5","<0.001","1.6"
"Port Shelter","PM9","2019-10-24","1","Middle Water","0.5","<0.005","0.6","99","6.5","<1","<1","<0.002","<0.002","0.006","8","0.6","33.1","3.6","0.41","7.2","27.7","<0.01","0.65","0.65","0.02","1.4","<0.001","1.6"
"Port Shelter","PM9","2019-10-24","1","Bottom Water","1.5","0.007","1.1","93","6.1","<1","<1","<0.002","<0.002","0.006","8","<0.2","33.2","3.6","0.49","6.8","27.6","0.01","0.56","0.56","0.02","1.7","<0.001","1.2"
"Port Shelter","PM9","2019-11-13","1","Surface Water","0.4","0.015","0.5","86","5.9","<1","<1","<0.002","<0.002","0.006","8","1.5","33.4","3.6","0.64","7.3","25","0.02","0.61","0.61","0.04","2.2","<0.001","1.8"
"Port Shelter","PM9","2019-11-13","1","Middle Water","0.4","0.021","1.4","101","6.9","<1","<1","<0.002","<0.002","0.006","8","0.8","33.4","3.6","0.72","7.9","24.8","0.03","0.39","0.39","0.03","1.9","<0.001","1.4"
"Port Shelter","PM9","2019-11-13","1","Bottom Water","0.4","0.026","2.3","97","6.7","<1","<1","0.004","0.005","0.007","7.9","1","33.4","3.6","0.79","7.3","24.7","0.04","0.84","0.85","0.02","2.4","<0.001","1.3"
"Port Shelter","PM9","2019-12-16","1","Surface Water","0.4","0.008","2.1","82","6.2","<1","<1","0.072","0.006","0.01","8.2","<0.2","32.7","3.6","0.93","1.2","19.6","0.09","0.38","0.46","0.03","0.5","<0.001","0.6"
"Port Shelter","PM9","2019-12-16","1","Middle Water","0.4","0.012","0.6","99","7.5","1","1","0.06","0.007","0.008","8.2","1.1","32.8","3.6","0.96","1.8","19.5","0.08","0.43","0.5","0.03","0.6","<0.001","<0.5"
"Port Shelter","PM9","2019-12-16","1","Bottom Water","0.3","0.02","1.1","97","7.3","<1","<1","0.035","0.006","0.009","8.2","2.2","32.9","3.6","1.1","7.9","19.6","0.06","0.4","0.44","0.03","4.5","<0.001","1.2"
"Port Shelter","PT2","2019-01-18","1","Surface Water","0.8","0.03","0.9","88","6.8","19","52","0.1","0.006","0.018","8","0.4","32","2.3","1.3","2.8","18.7","0.14","0.42","0.53","0.02","1.5","<0.001","0.5"
"Port Shelter","PT2","2019-03-06","1","Surface Water","1.5","0.085","5.1","85","6.4","4700","17000","0.11","0.004","0.014","8.1","0.8","30.8","2.1","1.1","8.4","20.4","0.2","0.42","0.53","0.02","0.8","0.003","3"
"Port Shelter","PT2","2019-05-03","1","Surface Water","0.6","0.03","3.2","86","6","82","320","0.079","0.005","0.008","7.8","<0.2","31.4","2.1","0.25","2.4","24.5","0.11","0.23","0.31","<0.02","0.4","<0.001","0.7"
"Port Shelter","PT2","2019-07-04","1","Surface Water","1.1","0.027","1.6","76","4.9","80","640","0.2","0.009","0.012","9","2.2","18.4","1.8","0.98","4.3","33.1","0.24","0.19","0.4","<0.02","6.1","0.013","1.3"
"Port Shelter","PT2","2019-09-09","1","Surface Water","0.9","0.024","2.4","88","5.5","6","120","0.014","<0.002","<0.002","8.2","0.6","29.2","2.6","0.73","9.8","31.6","0.04","1.5","1.52","<0.02","3.1","0.003","2.4"
"Port Shelter","PT2","2019-11-13","1","Surface Water","0.5","0.034","0.7","85","5.7","7","26","<0.002","0.002","0.005","8","1.3","33.3","2.5","0.63","9.5","25.6","0.04","0.12","0.12","0.03","3","0.001","1.7"
"Port Shelter","PT3","2019-01-18","1","Surface Water","0.6","0.022","0.9","92","7.2","1","2","0.1","0.004","0.019","8","0.7","32","2.6","1.3","2.8","18.4","0.13","0.44","0.54","0.02","1.2","<0.001","0.6"
"Port Shelter","PT3","2019-01-18","1","Middle Water","0.6","0.026","1","91","7","1","1","0.097","<0.002","0.016","8","0.4","32.2","2.6","1.3","3.4","18.6","0.13","0.65","0.75","0.03","1.2","<0.001","0.9"
"Port Shelter","PT3","2019-01-18","1","Bottom Water","0.5","0.029","0.5","98","7.5","<1","<1","0.096","0.004","0.017","8","0.5","32.2","2.6","1.3","4.8","18.6","0.13","0.27","0.37","0.02","1.5","<0.001","1.1"
"Port Shelter","PT3","2019-03-06","1","Surface Water","0.9","0.052","0.9","89","6.7","8","41","0.028","<0.002","0.008","8.1","<0.2","31.5","2.5","0.78","7.3","20.5","0.08","0.39","0.42","<0.02","0.5","0.002","2"
"Port Shelter","PT3","2019-03-06","1","Middle Water","0.4","0.041","0.9","91","6.8","1","7","0.022","<0.002","0.008","8.1","0.4","31.9","2.5","0.77","6.5","20.5","0.07","0.24","0.26","<0.02","0.4","0.001","1.7"
"Port Shelter","PT3","2019-03-06","1","Bottom Water","0.3","0.035","0.7","90","6.7","5","7","0.039","0.002","0.011","8","0.3","32.3","2.5","0.81","10","20.3","0.08","0.54","0.58","<0.02","0.6","0.001","2.1"
"Port Shelter","PT3","2019-05-03","1","Surface Water","0.8","0.031","2.6","87","6.1","1","3","0.05","0.003","0.008","7.8","<0.2","31.6","4","0.2","11","24.3","0.08","0.27","0.32","<0.02","0.5","<0.001","2.5"
"Port Shelter","PT3","2019-05-03","1","Middle Water","0.9","0.028","2","71","4.9","<1","4","0.048","0.004","0.006","7.8","<0.2","31.7","4","0.22","10","24.6","0.08","0.28","0.33","<0.02","0.5","<0.001","2"
"Port Shelter","PT3","2019-05-03","1","Bottom Water","0.8","0.035","1.9","70","4.9","1","2","0.049","0.004","0.007","7.7","<0.2","31.8","4","0.25","8","24.5","0.09","0.29","0.34","<0.02","0.6","<0.001","1.6"
"Port Shelter","PT3","2019-07-04","1","Surface Water","1.2","0.017","2.5","82","5.3","38","250","0.15","0.008","0.01","9.1","<0.2","19","1.8","0.57","4.8","33","0.18","0.16","0.32","<0.02","5.8","0.008","1.4"
"Port Shelter","PT3","2019-07-04","1","Middle Water","1.1","0.02","3.3","72","4.7","31","140","0.14","0.007","0.009","9","0.9","19","1.8","0.52","3.2","33.1","0.17","0.15","0.3","<0.02","8.2","0.009","1.2"
"Port Shelter","PT3","2019-07-04","1","Bottom Water","0.9","0.021","2.9","75","4.8","12","82","0.13","0.006","0.007","9","1.5","20.2","1.8","0.54","5.2","33.2","0.16","0.17","0.31","<0.02","10.6","0.01","1.5"
"Port Shelter","PT3","2019-09-09","1","Surface Water","0.7","0.01","1.3","89","5.6","1","5","<0.002","<0.002","<0.002","8.2","0.4","29.7","2.2","0.85","8.6","31.1","0.01","1.5","1.5","<0.02","3.3","<0.001","2"
"Port Shelter","PT3","2019-09-09","1","Middle Water","0.9","0.01","1.2","81","5.1","1","5","<0.002","<0.002","<0.002","8.2","0.6","29.9","2.2","0.83","9.6","31","0.01","1.3","1.3","<0.02","1.9","0.001","2.4"
"Port Shelter","PT3","2019-09-09","1","Bottom Water","0.7","0.023","1.5","86","5.5","1","1","<0.002","<0.002","<0.002","8.2","0.8","31.4","2.2","0.64","8.1","29.2","0.03","0.9","0.9","0.02","2","0.002","2.2"
"Port Shelter","PT3","2019-11-13","1","Surface Water","0.5","0.031","0.4","81","5.5","<1","<1","<0.002","0.002","0.008","8","1.4","33.3","3.2","0.55","9.4","25.1","0.04","0.07","0.07","0.03","2.8","0.001","1.6"
"Port Shelter","PT3","2019-11-13","1","Middle Water","0.5","0.04","1.2","78","5.3","<1","<1","<0.002","<0.002","0.008","8","1.9","33.3","3.2","0.51","8.2","25.2","0.04","0.27","0.27","0.02","2.6","0.002","1.7"
"Port Shelter","PT3","2019-11-13","1","Bottom Water","0.5","0.037","1.2","96","6.5","<1","<1","<0.002","<0.002","0.006","8","0.9","33.4","3.2","0.54","7.5","25.1","0.04","0.36","0.36","0.03","2.4","0.002","1.4"
"Port Shelter","PT4","2019-01-18","1","Surface Water","1.1","0.032","2.6","99","7.7","27","48","0.094","0.005","0.013","7.9","1","31.8","2.4","1.3","5.4","18.6","0.13","0.54","0.64","0.02","1.2","<0.001","1.3"
"Port Shelter","PT4","2019-01-18","1","Bottom Water","0.7","0.029","1.1","103","7.9","11","18","0.11","0.005","0.017","7.9","0.7","32.1","2.4","1.3","2.3","18.8","0.14","0.29","0.41","0.02","1.1","<0.001","1"
"Port Shelter","PT4","2019-03-06","1","Surface Water","1.6","0.089","8.9","105","7.9","190","580","0.16","0.008","0.01","8.1","2.2","28.8","2.4","0.57","7.8","20.9","0.26","0.28","0.45","0.02","1.7","0.003","2.6"
"Port Shelter","PT4","2019-03-06","1","Bottom Water","1.2","0.052","6.9","99","7.4","68","130","0.054","0.003","0.007","8","2","32.2","2.4","0.15","8.8","20.2","0.11","1.3","1.36","0.03","0.7","0.002","2.6"
"Port Shelter","PT4","2019-05-03","1","Surface Water","0.9","0.044","4.2","87","6.1","45","97","0.072","0.005","0.007","7.7","2.7","30.3","3.4","0.25","11","24.4","0.12","0.21","0.29","<0.02","0.7","0.001","2.8"
"Port Shelter","PT4","2019-05-03","1","Bottom Water","0.7","0.033","2.6","68","4.8","23","49","0.058","0.004","0.008","7.7","0.4","30.6","3.4","0.25","8.9","24.9","0.1","0.32","0.38","<0.02","0.7","<0.001","1.8"
"Port Shelter","PT4","2019-07-04","1","Surface Water","0.8","0.042","2.9","76","5.1","500","2200","0.23","0.004","0.014","9","1","15.9","1.5","1.9","3.9","32","0.28","0.2","0.43","<0.02","9.6","0.02","1.3"
"Port Shelter","PT4","2019-07-04","1","Bottom Water","1","0.032","2.8","67","4.3","21","95","0.13","0.007","0.007","8.9","2.8","19.9","1.5","0.59","3","33.5","0.17","0.17","0.31","<0.02","10.5","0.014","1"
"Port Shelter","PT4","2019-09-09","1","Surface Water","1.3","0.02","2.2","90","5.8","4","69","<0.002","<0.002","<0.002","8.3","1","28.9","2.5","0.55","8.3","30.5","0.02","1.5","1.5","0.03","1.9","0.002","2.2"
"Port Shelter","PT4","2019-09-09","1","Bottom Water","1.1","0.028","3.2","72","4.7","5","19","0.004","<0.002","<0.002","8.2","2.4","30.5","2.5","0.47","10","29.4","0.03","1.4","1.41","<0.02","2","0.003","2.6"
"Port Shelter","PT4","2019-11-13","1","Surface Water","1","0.026","5","95","6.5","2","24","<0.002","0.003","0.005","8","2.3","32.7","2.4","0.5","13","24.9","0.03","0.25","0.26","0.03","3.2","0.001","2.4"
"Port Shelter","PT4","2019-11-13","1","Bottom Water","0.9","0.059","3","103","7","6","16","<0.002","0.003","0.01","7.9","2.4","33.2","2.4","0.71","15","25.3","0.06","0.27","0.28","0.04","4.3","0.002","2.6"
"Southern","SM1","2019-01-10","1","Surface Water","0.7","<0.005","0.8","88","6.8","<1","<1","0.17","0.006","0.018","8","<0.2","32.2","3.2","1.1","7.4","18.1","0.18","0.2","0.38","0.03","1.4","<0.001","1.3"
"Southern","SM1","2019-01-10","1","Middle Water","0.5","<0.005","0.6","99","7.7","<1","<1","0.16","0.006","0.017","8","0.6","32.2","3.2","1.2","12","18.1","0.17","0.19","0.36","0.03","1.6","<0.001","2.1"
"Southern","SM1","2019-01-10","1","Bottom Water","0.6","0.01","<0.2","98","7.6","<1","<1","0.16","0.007","0.017","8","1.2","32.2","3.2","1.2","7.5","18.1","0.18","0.15","0.32","0.02","1.6","<0.001","1.2"
"Southern","SM1","2019-02-20","1","Surface Water","0.6","0.029","1.6","93","7","15","23","0.024","0.007","<0.002","8.1","0.9","32.5","4.1","0.5","1.6","19.6","0.06","0.28","0.31","0.03","4","<0.001","1"
"Southern","SM1","2019-02-20","1","Middle Water","0.4","0.04","0.9","101","7.7","30","42","0.03","0.008","<0.002","8","0.7","32.6","4.1","0.53","1.4","19","0.08","0.5","0.54","<0.02","0.6","0.001","0.6"
"Southern","SM1","2019-02-20","1","Bottom Water","0.2","0.034","0.3","99","7.6","23","34","0.034","0.009","<0.002","8","1.2","32.6","4.1","0.57","1.5","18.9","0.08","0.47","0.51","0.03","0.9","0.001","<0.5"
"Southern","SM1","2019-03-15","1","Surface Water","0.4","0.022","2.5","97","7.2","24","29","<0.002","<0.002","<0.002","8.2","1.5","33.4","2.9","0.13","1.8","20.5","0.03","0.23","0.23","<0.02","0.9","0.001","1"
"Southern","SM1","2019-03-15","1","Middle Water","0.3","0.017","2.4","97","7.2","24","27","<0.002","<0.002","<0.002","8.2","1.4","33.4","2.9","0.1","1.8","20.5","0.02","0.44","0.44","<0.02","0.7","<0.001","0.9"
"Southern","SM1","2019-03-15","1","Bottom Water","0.3","0.018","1.5","95","7","70","130","<0.002","<0.002","<0.002","8.2","0.6","33.7","2.9","0.16","1.8","20.8","0.02","0.19","0.19","<0.02","0.7","<0.001","0.8"
"Southern","SM1","2019-04-08","1","Surface Water","0.2","0.015","1.9","70","4.9","<1","<1","0.006","<0.002","0.007","7.9","0.9","34","3.4","0.25","6","23.1","0.02","0.46","0.47","0.02","0.5","<0.001","1.7"
"Southern","SM1","2019-04-08","1","Middle Water","0.2","0.008","0.9","86","6.1","<1","<1","<0.002","<0.002","0.006","8","0.9","33.9","3.4","0.24","6","22.6","0.01","0.34","0.34","<0.02","0.5","<0.001","1.8"
"Southern","SM1","2019-04-08","1","Bottom Water","0.2","0.012","1","97","7","<1","<1","<0.002","<0.002","0.007","7.9","0.2","33.9","3.4","0.26","7.2","22.3","0.02","0.25","0.25","<0.02","0.5","<0.001","1.9"
"Southern","SM1","2019-05-06","1","Surface Water","0.4","0.014","0.7","93","6.5","2","3","0.008","0.003","0.009","7.7","0.5","33.2","3","0.23","9","24","0.03","0.18","0.19","<0.02","5.1","<0.001","2.2"
"Southern","SM1","2019-05-06","1","Middle Water","0.4","0.019","0.6","75","5.2","3","5","0.014","0.003","0.009","7.7","1.3","33.1","3","0.24","2.9","24","0.04","0.2","0.22","<0.02","1.3","<0.001","0.8"
"Southern","SM1","2019-05-06","1","Bottom Water","0.4","0.015","1.2","92","6.4","1","2","0.009","0.003","0.009","7.7","1.1","33.2","3","0.23","2.9","24","0.03","0.19","0.2","0.02","1.4","<0.001","0.8"
"Southern","SM1","2019-06-24","1","Surface Water","1.9","0.029","7.5","90","6","3","32","0.23","0.023","0.002","7.8","1.5","25.9","2.6","0.96","7.9","28.8","0.28","0.24","0.49","<0.02","0.9","0.001","2.1"
"Southern","SM1","2019-06-24","1","Middle Water","1.7","0.028","8.7","101","6.7","1","13","0.19","0.021","0.003","7.6","2.1","29.9","2.6","0.63","7.8","27.7","0.24","0.42","0.63","<0.02","0.7","<0.001","1.9"
"Southern","SM1","2019-06-24","1","Bottom Water","0.7","<0.005","1.2","44","3","1","2","0.12","0.007","0.011","7.5","0.5","34.1","2.6","1.1","7.9","24.6","0.13","0.54","0.67","0.02","1.5","<0.001","1.5"
"Southern","SM1","2019-07-15","1","Surface Water","0.7","0.022","3.4","127","8.6","5","15","0.1","0.017","0.01","8.1","1.3","23","2","2.1","4.3","28.8","0.14","0.11","0.23","0.03","3.4","0.002","1.3"
"Southern","SM1","2019-07-15","1","Middle Water","3.2","0.017","37","123","8.5","5","12","0.24","0.022","0.008","7.5","9","31.7","2","2.1","5.8","25.2","0.28","0.21","0.47","0.02","3.6","<0.001","3"
"Southern","SM1","2019-07-15","1","Bottom Water","0.5","0.015","0.3","49","3.4","3","5","0.064","0.012","0.012","7.6","<0.2","34.5","2","1.2","6.2","23.2","0.09","0.07","0.15","0.04","5.4","<0.001","1.2"
"Southern","SM1","2019-08-16","1","Surface Water","1.6","0.037","11","88","5.8","<1","1","0.07","0.02","0.007","8.3","2.2","30.6","2.9","0.56","9.6","28.7","0.13","0.2","0.29","<0.02","2.8","0.004","2.4"
"Southern","SM1","2019-08-16","1","Middle Water","0.5","0.032","0.6","47","3.2","<1","1","0.073","0.019","0.016","8","0.7","33.8","2.9","1.6","9.8","25.8","0.12","0.12","0.21","0.03","2.3","0.002","1.6"
"Southern","SM1","2019-08-16","1","Bottom Water","0.5","0.032","0.5","49","3.4","2","3","0.058","0.014","0.017","8","1.3","34.4","2.9","1.4","19","23.9","0.1","0.19","0.26","0.02","6","0.001","3.3"
"Southern","SM1","2019-09-06","1","Surface Water","0.5","0.03","1.1","88","5.7","<1","13","<0.002","<0.002","<0.002","8.2","<0.2","31.5","3.4","0.58","6.9","28.3","0.03","0.43","0.43","0.02","2.9","0.003","1.6"
"Southern","SM1","2019-09-06","1","Middle Water","0.3","0.028","0.6","83","5.4","<1","5","0.004","0.003","<0.002","8.2","<0.2","31.9","3.4","0.5","6.4","28.3","0.04","0.26","0.27","<0.02","2.7","0.003","1.5"
"Southern","SM1","2019-09-06","1","Bottom Water","0.5","0.027","0.5","83","5.4","<1","<1","<0.002","0.003","<0.002","8.2","0.2","32.1","3.4","0.41","7.2","28.2","0.03","0.38","0.39","0.03","1.7","0.002","1.4"
"Southern","SM1","2019-10-17","1","Surface Water","0.4","0.045","0.9","85","5.5","<1","2","0.002","0.005","0.005","8","<0.2","33","3.2","0.34","5.2","28.4","0.05","0.49","0.5","<0.02","8.6","0.002","1"
"Southern","SM1","2019-10-17","1","Middle Water","0.4","0.009","0.9","91","5.9","<1","<1","<0.002","0.006","0.007","8","<0.2","33","3.2","0.41","6.2","28.4","0.02","0.78","0.79","<0.02","4.6","<0.001","1.5"
"Southern","SM1","2019-10-17","1","Bottom Water","0.2","0.008","0.9","90","5.8","1","2","<0.002","0.008","0.009","8","<0.2","33.1","3.2","0.39","8.1","28.3","0.02","0.8","0.81","<0.02","5.6","<0.001","1.2"
"Southern","SM1","2019-11-08","1","Surface Water","0.3","0.014","0.5","101","6.8","<1","<1","<0.002","0.009","0.009","7.9","0.7","33.4","3.5","0.76","2.3","25.6","0.03","0.57","0.58","0.03","3.2","<0.001","0.6"
"Southern","SM1","2019-11-08","1","Middle Water","0.3","0.018","0.8","94","6.3","<1","<1","0.005","0.009","0.009","7.9","<0.2","33.4","3.5","0.77","2.2","25.6","0.03","0.62","0.63","0.03","2.3","<0.001","0.7"
